Ethnocultural_Key,Ethnoculture
ETH8808,Sikh
ETH8809,Austrian
ETH8810,Belgian
ETH8811,Haitian
ETH8812,Hindu
ETH8813,Mexican
ETH8814,Mennonite
ETH8815,Swiss
ETH8816,Finnish
ETH8817,Sri Lankan
ETH8818,Croatian
ETH8819,Japanese
ETH8820,"South Asian, n.o.s."
ETH8821,"Mi'kmaq, n.o.s."
ETH8822,"Northern European, n.o.s."
ETH8823,Muslim
ETH8824,Egyptian
ETH8825,"Latin, Central or South American, n.o.s."
ETH8826,Tamil
ETH8827,Icelandic
ETH8828,Colombian
ETH8829,Moroccan
ETH8830,Czech
ETH8831,Syrian
ETH8832,Guyanese
ETH8833,Afghan
ETH8834,"Black, n.o.s."
ETH8835,Serbian
ETH8836,Ojibway
ETH8837,Newfoundlander
ETH8838,Hong Konger
ETH8839,Ontarian
ETH8840,Persian
ETH8841,Trinidadian/Tobagonian
ETH8842,Turkish
ETH8843,"Inuit, n.o.s."
ETH8844,Bangladeshi
ETH8845,Algerian
ETH8846,Brazilian
ETH8847,Nigerian
ETH8848,Armenian
ETH8849,Slovak
ETH8850,"Eastern European, n.o.s."
ETH8851,Somali
ETH8852,Taiwanese
ETH8853,Iraqi
ETH8854,Salvadorean
ETH8855,African Caribbean
ETH8856,"East or Southeast Asian, n.o.s."
ETH8857,"West or Central Asian or Middle Eastern, n.o.s."
ETH8858,"Caribbean, n.o.s."
ETH8859,Algonquin
ETH8860,"West Indian, n.o.s."
ETH8861,Lithuanian
ETH8862,South African
ETH8863,Australian
ETH8864,Palestinian
ETH8865,Chilean
ETH8866,Congolese
ETH8867,Nova Scotian
ETH8868,Ethiopian
ETH8869,"Hispanic, n.o.s."
ETH8870,Peruvian
ETH8871,Yoruba
ETH8872,Cambodian (Khmer)
ETH8873,Berber
ETH8874,Albanian
ETH8875,Maltese
ETH8876,Macedonian
ETH8877,Slovenian
ETH8878,"Western European, n.o.s."
ETH8879,New Brunswicker
ETH8880,Gujarati
ETH8881,Eritrean
ETH8882,African Canadian
ETH8883,Israeli
ETH8884,Mohawk
ETH8885,"Czechoslovakian, n.o.s."
ETH8886,Bulgarian
ETH8887,Albertan
ETH8888,Ghanaian
ETH8889,Barbadian
ETH8890,African American
ETH8891,"Yugoslavian, n.o.s."
ETH8892,Tunisian
ETH8893,"Slavic, n.o.s."
ETH8894,Cuban
ETH8895,Bosnian
ETH8896,Venezuelan
ETH8897,"Innu/Montagnais, n.o.s."
ETH8898,Latvian
ETH8899,Bengali
ETH8900,Cameroonian
ETH8901,Guatemalan
ETH8902,Indonesian
ETH8903,Laotian
ETH8904,Ilocano
ETH8905,Northern Irish
ETH8906,"Celtic, n.o.s."
ETH8907,British Columbian
ETH8908,Ecuadorian
ETH8909,Franco Ontarian
ETH8910,Argentinian
ETH8911,Estonian
ETH8912,Kurdish
ETH8913,Fijian
ETH8914,Jatt
ETH8915,"North American, n.o.s."
ETH8916,Coptic
ETH8917,Thai
ETH8918,Dominican
ETH8919,Nepali
ETH8920,Kabyle
ETH8921,Assyrian
ETH8922,Igbo
ETH8923,Byelorussian
ETH8924,"Dene, n.o.s."
ETH8925,"Blackfoot, n.o.s."
ETH8926,Abenaki
ETH8927,Moldovan
ETH8928,"Iroquois (Haudenosaunee), n.o.s."
ETH8929,New Zealander
ETH8930,Sudanese
ETH8931,Breton
ETH8932,Pennsylvania Dutch
ETH8933,Malaysian
ETH8934,Plains Cree
ETH8935,"North African, n.o.s."
ETH8936,Huron (Wendat)
ETH8937,Saskatchewanian
ETH8938,Buddhist
ETH8939,Gaspesian
ETH8940,Norman
ETH8941,"Southern or East African, n.o.s."
ETH8942,Ivorian
ETH8943,Saulteaux
ETH8944,"Anishinaabe, n.o.s."
ETH8945,Burundian
ETH8946,Tigrinya
ETH8947,Nicaraguan
ETH8948,Mauritian
ETH8949,Kenyan
ETH8950,Oji-Cree
ETH8951,Vincentian
ETH8952,Jordanian
ETH8953,Manitoban
ETH8954,Cape Bretoner
ETH8955,Rwandan
ETH8956,Grenadian
ETH8957,Malayali
ETH8958,Chaldean
ETH8959,Sinhalese
ETH8960,Mayan
ETH8961,Honduran
ETH8962,Cherokee
ETH8963,Qalipu Mi'kmaq
ETH8964,Indo-Caribbean
ETH8965,Flemish
ETH8966,United Empire Loyalist
ETH8967,Senegalese
ETH8968,Azerbaijani
ETH8969,Sicilian
ETH8970,Pashtun
ETH8971,Malay
ETH8972,Goan
ETH8973,"Bantu, n.o.s."
ETH8974,Tibetan
ETH8975,Zimbabwean
ETH8976,Burmese
ETH8977,Mongolian
ETH8978,Azorean
ETH8979,Atikamekw
ETH8980,Bamileke
ETH8981,Indo-Guyanese
ETH8982,Ugandan
ETH8983,Oromo
ETH8984,Tanzanian
ETH8985,Yemeni
ETH8986,Central African
ETH8987,Libyan
ETH8988,Basque
ETH8989,Uruguayan
ETH8990,"Akan, n.o.s."
ETH8991,"Central or West African, n.o.s."
ETH8992,Igorot
ETH8993,Fulani
ETH8994,Woodland Cree
ETH8995,Guinean
ETH8996,St. Lucian
ETH8997,Prince Edward Islander
ETH8998,Maliseet
ETH8999,Beninese
ETH9000,Telugu
ETH9001,Roma
ETH9002,Costa Rican
ETH9003,African Nova Scotian
ETH9004,Malagasy
ETH9005,Kashmiri
ETH9006,Singaporean
ETH9007,Karen
ETH9008,Edo
ETH9009,Tajik
ETH9010,Amhara
ETH9011,Paraguayan
ETH9012,Total - Ethnic or cultural origin for the population in private households - 25% sample data
ETH9013,Canadian
ETH9014,English
ETH9015,Irish
ETH9016,Scottish
ETH9017,"French, n.o.s."
ETH9018,German
ETH9019,Chinese
ETH9020,Italian
ETH9021,Indian (India)
ETH9022,Ukrainian
ETH9023,Dutch
ETH9024,Polish
ETH9025,Québécois
ETH9026,"British Isles, n.o.s."
ETH9027,Filipino
ETH9028,French Canadian
ETH9029,"Caucasian (White), n.o.s."
ETH9030,"First Nations (North American Indian), n.o.s."
ETH9031,Métis
ETH9032,"European, n.o.s."
ETH9033,Russian
ETH9034,Norwegian
ETH9035,Welsh
ETH9036,Portuguese
ETH9037,American
ETH9038,Spanish
ETH9039,Swedish
ETH9040,Hungarian
ETH9041,Acadian
ETH9042,Pakistani
ETH9043,"African, n.o.s."
ETH9044,Jewish
ETH9045,Punjabi
ETH9046,Vietnamese
ETH9047,"Arab, n.o.s."
ETH9048,Greek
ETH9049,Jamaican
ETH9050,"Asian, n.o.s."
ETH9051,"Cree, n.o.s."
ETH9052,Korean
ETH9053,Romanian
ETH9054,Lebanese
ETH9055,Iranian
ETH9056,"Christian, n.i.e."
ETH9057,Danish
ETH9058,"North American Indigenous, n.o.s."
ETH9059,Sikh
ETH9060,Austrian
ETH9061,Belgian
ETH9062,Haitian
ETH9063,Hindu
ETH9064,Mexican
ETH9065,Mennonite
ETH9066,Swiss
ETH9067,Finnish
ETH9068,Sri Lankan
ETH9069,Croatian
ETH9070,Japanese
ETH9071,"South Asian, n.o.s."
ETH9072,"Mi'kmaq, n.o.s."
ETH9073,"Northern European, n.o.s."
ETH9074,Muslim
ETH9075,Egyptian
ETH9076,"Latin, Central or South American, n.o.s."
ETH9077,Tamil
ETH9078,Icelandic
ETH9079,Colombian
ETH9080,Moroccan
ETH9081,Czech
ETH9082,Syrian
ETH9083,Guyanese
ETH9084,Afghan
ETH9085,"Black, n.o.s."
ETH9086,Serbian
ETH9087,Ojibway
ETH9088,Newfoundlander
ETH9089,Hong Konger
ETH9090,Ontarian
ETH9091,Persian
ETH9092,Trinidadian/Tobagonian
ETH9093,Turkish
ETH9094,"Inuit, n.o.s."
ETH9095,Bangladeshi
ETH9096,Algerian
ETH9097,Brazilian
ETH9098,Nigerian
ETH9099,Armenian
ETH9100,Slovak
ETH9101,"Eastern European, n.o.s."
ETH9102,Somali
ETH9103,Taiwanese
ETH9104,Iraqi
ETH9105,Salvadorean
ETH9106,African Caribbean
ETH9107,"East or Southeast Asian, n.o.s."
ETH9108,"West or Central Asian or Middle Eastern, n.o.s."
ETH9109,"Caribbean, n.o.s."
ETH9110,Algonquin
ETH9111,"West Indian, n.o.s."
ETH9112,Lithuanian
ETH9113,South African
ETH9114,Australian
ETH9115,Palestinian
ETH9116,Chilean
ETH9117,Congolese
ETH9118,Nova Scotian
ETH9119,Ethiopian
ETH9120,"Hispanic, n.o.s."
ETH9121,Peruvian
ETH9122,Yoruba
ETH9123,Cambodian (Khmer)
ETH9124,Berber
ETH9125,Albanian
ETH9126,Maltese
ETH9127,Macedonian
ETH9128,Slovenian
ETH9129,"Western European, n.o.s."
ETH9130,New Brunswicker
ETH9131,Gujarati
ETH9132,Eritrean
ETH9133,African Canadian
ETH9134,Israeli
ETH9135,Mohawk
ETH9136,"Czechoslovakian, n.o.s."
ETH9137,Bulgarian
ETH9138,Albertan
ETH9139,Ghanaian
ETH9140,Barbadian
ETH9141,African American
ETH9142,"Yugoslavian, n.o.s."
ETH9143,Tunisian
ETH9144,"Slavic, n.o.s."
ETH9145,Cuban
ETH9146,Bosnian
ETH9147,Venezuelan
ETH9148,"Innu/Montagnais, n.o.s."
ETH9149,Latvian
ETH9150,Bengali
ETH9151,Cameroonian
ETH9152,Guatemalan
ETH9153,Indonesian
ETH9154,Laotian
ETH9155,Ilocano
ETH9156,Northern Irish
ETH9157,"Celtic, n.o.s."
ETH9158,British Columbian
ETH9159,Ecuadorian
ETH9160,Franco Ontarian
ETH9161,Argentinian
ETH9162,Estonian
ETH9163,Kurdish
ETH9164,Fijian
ETH9165,Jatt
ETH9166,"North American, n.o.s."
ETH9167,Coptic
ETH9168,Thai
ETH9169,Dominican
ETH9170,Nepali
ETH9171,Kabyle
ETH9172,Assyrian
ETH9173,Igbo
ETH9174,Byelorussian
ETH9175,"Dene, n.o.s."
ETH9176,"Blackfoot, n.o.s."
ETH9177,Abenaki
ETH9178,Moldovan
ETH9179,"Iroquois (Haudenosaunee), n.o.s."
ETH9180,New Zealander
ETH9181,Sudanese
ETH9182,Breton
ETH9183,Pennsylvania Dutch
ETH9184,Malaysian
ETH9185,Plains Cree
ETH9186,"North African, n.o.s."
ETH9187,Huron (Wendat)
ETH9188,Saskatchewanian
ETH9189,Buddhist
ETH9190,Gaspesian
ETH9191,Norman
ETH9192,"Southern or East African, n.o.s."
ETH9193,Ivorian
ETH9194,Saulteaux
ETH9195,"Anishinaabe, n.o.s."
ETH9196,Burundian
ETH9197,Tigrinya
ETH9198,Nicaraguan
ETH9199,Mauritian
ETH9200,Kenyan
ETH9201,Oji-Cree
ETH9202,Vincentian
ETH9203,Jordanian
ETH9204,Manitoban
ETH9205,Cape Bretoner
ETH9206,Rwandan
ETH9207,Grenadian
ETH9208,Malayali
ETH9209,Chaldean
ETH9210,Sinhalese
ETH9211,Mayan
ETH9212,Honduran
ETH9213,Cherokee
ETH9214,Qalipu Mi'kmaq
ETH9215,Indo-Caribbean
ETH9216,Flemish
ETH9217,United Empire Loyalist
ETH9218,Senegalese
ETH9219,Azerbaijani
ETH9220,Sicilian
ETH9221,Pashtun
ETH9222,Malay
ETH9223,Goan
ETH9224,"Bantu, n.o.s."
ETH9225,Tibetan
ETH9226,Zimbabwean
ETH9227,Burmese
ETH9228,Mongolian
ETH9229,Azorean
ETH9230,Atikamekw
ETH9231,Bamileke
ETH9232,Indo-Guyanese
ETH9233,Ugandan
ETH9234,Oromo
ETH9235,Tanzanian
ETH9236,Yemeni
ETH9237,Central African
ETH9238,Libyan
ETH9239,Basque
ETH9240,Uruguayan
ETH9241,"Akan, n.o.s."
ETH9242,"Central or West African, n.o.s."
ETH9243,Igorot
ETH9244,Fulani
ETH9245,Woodland Cree
ETH9246,Guinean
ETH9247,St. Lucian
ETH9248,Prince Edward Islander
ETH9249,Maliseet
ETH9250,Beninese
ETH9251,Telugu
ETH9252,Roma
ETH9253,Costa Rican
ETH9254,African Nova Scotian
ETH9255,Malagasy
ETH9256,Kashmiri
ETH9257,Singaporean
ETH9258,Karen
ETH9259,Edo
ETH9260,Tajik
ETH9261,Amhara
ETH9262,Paraguayan
ETH9263,Total - Ethnic or cultural origin for the population in private households - 25% sample data
ETH9264,Canadian
ETH9265,English
ETH9266,Irish
ETH9267,Scottish
ETH9268,"French, n.o.s."
ETH9269,German
ETH9270,Chinese
ETH9271,Italian
ETH9272,Indian (India)
ETH9273,Ukrainian
ETH9274,Dutch
ETH9275,Polish
ETH9276,Québécois
ETH9277,"British Isles, n.o.s."
ETH9278,Filipino
ETH9279,French Canadian
ETH9280,"Caucasian (White), n.o.s."
ETH9281,"First Nations (North American Indian), n.o.s."
ETH9282,Métis
ETH9283,"European, n.o.s."
ETH9284,Russian
ETH9285,Norwegian
ETH9286,Welsh
ETH9287,Portuguese
ETH9288,American
ETH9289,Spanish
ETH9290,Swedish
ETH9291,Hungarian
ETH9292,Acadian
ETH9293,Pakistani
ETH9294,"African, n.o.s."
ETH9295,Jewish
ETH9296,Punjabi
ETH9297,Vietnamese
ETH9298,"Arab, n.o.s."
ETH9299,Greek
ETH9300,Jamaican
ETH9301,"Asian, n.o.s."
ETH9302,"Cree, n.o.s."
ETH9303,Korean
ETH9304,Romanian
ETH9305,Lebanese
ETH9306,Iranian
ETH9307,"Christian, n.i.e."
ETH9308,Danish
ETH9309,"North American Indigenous, n.o.s."
ETH9310,Sikh
ETH9311,Austrian
ETH9312,Belgian
ETH9313,Haitian
ETH9314,Hindu
ETH9315,Mexican
ETH9316,Mennonite
ETH9317,Swiss
ETH9318,Finnish
ETH9319,Sri Lankan
ETH9320,Croatian
ETH9321,Japanese
ETH9322,"South Asian, n.o.s."
ETH9323,"Mi'kmaq, n.o.s."
ETH9324,"Northern European, n.o.s."
ETH9325,Muslim
ETH9326,Egyptian
ETH9327,"Latin, Central or South American, n.o.s."
ETH9328,Tamil
ETH9329,Icelandic
ETH9330,Colombian
ETH9331,Moroccan
ETH9332,Czech
ETH9333,Syrian
ETH9334,Guyanese
ETH9335,Afghan
ETH9336,"Black, n.o.s."
ETH9337,Serbian
ETH9338,Ojibway
ETH9339,Newfoundlander
ETH9340,Hong Konger
ETH9341,Ontarian
ETH9342,Persian
ETH9343,Trinidadian/Tobagonian
ETH9344,Turkish
ETH9345,"Inuit, n.o.s."
ETH9346,Bangladeshi
ETH9347,Algerian
ETH9348,Brazilian
ETH9349,Nigerian
ETH9350,Armenian
ETH9351,Slovak
ETH9352,"Eastern European, n.o.s."
ETH9353,Somali
ETH9354,Taiwanese
ETH9355,Iraqi
ETH9356,Salvadorean
ETH9357,African Caribbean
ETH9358,"East or Southeast Asian, n.o.s."
ETH9359,"West or Central Asian or Middle Eastern, n.o.s."
ETH9360,"Caribbean, n.o.s."
ETH9361,Algonquin
ETH9362,"West Indian, n.o.s."
ETH9363,Lithuanian
ETH9364,South African
ETH9365,Australian
ETH9366,Palestinian
ETH9367,Chilean
ETH9368,Congolese
ETH9369,Nova Scotian
ETH9370,Ethiopian
ETH9371,"Hispanic, n.o.s."
ETH9372,Peruvian
ETH9373,Yoruba
ETH9374,Cambodian (Khmer)
ETH9375,Berber
ETH9376,Albanian
ETH9377,Maltese
ETH9378,Macedonian
ETH9379,Slovenian
ETH9380,"Western European, n.o.s."
ETH9381,New Brunswicker
ETH9382,Gujarati
ETH9383,Eritrean
ETH9384,African Canadian
ETH9385,Israeli
ETH9386,Mohawk
ETH9387,"Czechoslovakian, n.o.s."
ETH9388,Bulgarian
ETH9389,Albertan
ETH9390,Ghanaian
ETH9391,Barbadian
ETH9392,African American
ETH9393,"Yugoslavian, n.o.s."
ETH9394,Tunisian
ETH9395,"Slavic, n.o.s."
ETH9396,Cuban
ETH9397,Bosnian
ETH9398,Venezuelan
ETH9399,"Innu/Montagnais, n.o.s."
ETH9400,Latvian
ETH9401,Bengali
ETH9402,Cameroonian
ETH9403,Guatemalan
ETH9404,Indonesian
ETH9405,Laotian
ETH9406,Ilocano
ETH9407,Northern Irish
ETH9408,"Celtic, n.o.s."
ETH9409,British Columbian
ETH9410,Ecuadorian
ETH9411,Franco Ontarian
ETH9412,Argentinian
ETH9413,Estonian
ETH9414,Kurdish
ETH9415,Fijian
ETH9416,Jatt
ETH9417,"North American, n.o.s."
ETH9418,Coptic
ETH9419,Thai
ETH9420,Dominican
ETH9421,Nepali
ETH9422,Kabyle
ETH9423,Assyrian
ETH9424,Igbo
ETH9425,Byelorussian
ETH9426,"Dene, n.o.s."
ETH9427,"Blackfoot, n.o.s."
ETH9428,Abenaki
ETH9429,Moldovan
ETH9430,"Iroquois (Haudenosaunee), n.o.s."
ETH9431,New Zealander
ETH9432,Sudanese
ETH9433,Breton
ETH9434,Pennsylvania Dutch
ETH9435,Malaysian
ETH9436,Plains Cree
ETH9437,"North African, n.o.s."
ETH9438,Huron (Wendat)
ETH9439,Saskatchewanian
ETH9440,Buddhist
ETH9441,Gaspesian
ETH9442,Norman
ETH9443,"Southern or East African, n.o.s."
ETH9444,Ivorian
ETH9445,Saulteaux
ETH9446,"Anishinaabe, n.o.s."
ETH9447,Burundian
ETH9448,Tigrinya
ETH9449,Nicaraguan
ETH9450,Mauritian
ETH9451,Kenyan
ETH9452,Oji-Cree
ETH9453,Vincentian
ETH9454,Jordanian
ETH9455,Manitoban
ETH9456,Cape Bretoner
ETH9457,Rwandan
ETH9458,Grenadian
ETH9459,Malayali
ETH9460,Chaldean
ETH9461,Sinhalese
ETH9462,Mayan
ETH9463,Honduran
ETH9464,Cherokee
ETH9465,Qalipu Mi'kmaq
ETH9466,Indo-Caribbean
ETH9467,Flemish
ETH9468,United Empire Loyalist
ETH9469,Senegalese
ETH9470,Azerbaijani
ETH9471,Sicilian
ETH9472,Pashtun
ETH9473,Malay
ETH9474,Goan
ETH9475,"Bantu, n.o.s."
ETH9476,Tibetan
ETH9477,Zimbabwean
ETH9478,Burmese
ETH9479,Mongolian
ETH9480,Azorean
ETH9481,Atikamekw
ETH9482,Bamileke
ETH9483,Indo-Guyanese
ETH9484,Ugandan
ETH9485,Oromo
ETH9486,Tanzanian
ETH9487,Yemeni
ETH9488,Central African
ETH9489,Libyan
ETH9490,Basque
ETH9491,Uruguayan
ETH9492,"Akan, n.o.s."
ETH9493,"Central or West African, n.o.s."
ETH9494,Igorot
ETH9495,Fulani
ETH9496,Woodland Cree
ETH9497,Guinean
ETH9498,St. Lucian
ETH9499,Prince Edward Islander
ETH9500,Maliseet
ETH9501,Beninese
ETH9502,Telugu
ETH9503,Roma
ETH9504,Costa Rican
ETH9505,African Nova Scotian
ETH9506,Malagasy
ETH9507,Kashmiri
ETH9508,Singaporean
ETH9509,Karen
ETH9510,Edo
ETH9511,Tajik
ETH9512,Amhara
ETH9513,Paraguayan
ETH9514,Total - Ethnic or cultural origin for the population in private households - 25% sample data
ETH9515,Canadian
ETH9516,English
ETH9517,Irish
ETH9518,Scottish
ETH9519,"French, n.o.s."
ETH9520,German
ETH9521,Chinese
ETH9522,Italian
ETH9523,Indian (India)
ETH9524,Ukrainian
ETH9525,Dutch
ETH9526,Polish
ETH9527,Québécois
ETH9528,"British Isles, n.o.s."
ETH9529,Filipino
ETH9530,French Canadian
ETH9531,"Caucasian (White), n.o.s."
ETH9532,"First Nations (North American Indian), n.o.s."
ETH9533,Métis
ETH9534,"European, n.o.s."
ETH9535,Russian
ETH9536,Norwegian
ETH9537,Welsh
ETH9538,Portuguese
ETH9539,American
ETH9540,Spanish
ETH9541,Swedish
ETH9542,Hungarian
ETH9543,Acadian
ETH9544,Pakistani
ETH9545,"African, n.o.s."
ETH9546,Jewish
ETH9547,Punjabi
ETH9548,Vietnamese
ETH9549,"Arab, n.o.s."
ETH9550,Greek
ETH9551,Jamaican
ETH9552,"Asian, n.o.s."
ETH9553,"Cree, n.o.s."
ETH9554,Korean
ETH9555,Romanian
ETH9556,Lebanese
ETH9557,Iranian
ETH9558,"Christian, n.i.e."
ETH9559,Danish
ETH9560,"North American Indigenous, n.o.s."
ETH9561,Sikh
ETH9562,Austrian
ETH9563,Belgian
ETH9564,Haitian
ETH9565,Hindu
ETH9566,Mexican
ETH9567,Mennonite
ETH9568,Swiss
ETH9569,Finnish
ETH9570,Sri Lankan
ETH9571,Croatian
ETH9572,Japanese
ETH9573,"South Asian, n.o.s."
ETH9574,"Mi'kmaq, n.o.s."
ETH9575,"Northern European, n.o.s."
ETH9576,Muslim
ETH9577,Egyptian
ETH9578,"Latin, Central or South American, n.o.s."
ETH9579,Tamil
ETH9580,Icelandic
ETH9581,Colombian
ETH9582,Moroccan
ETH9583,Czech
ETH9584,Syrian
ETH9585,Guyanese
ETH9586,Afghan
ETH9587,"Black, n.o.s."
ETH9588,Serbian
ETH9589,Ojibway
ETH9590,Newfoundlander
ETH9591,Hong Konger
ETH9592,Ontarian
ETH9593,Persian
ETH9594,Trinidadian/Tobagonian
ETH9595,Turkish
ETH9596,"Inuit, n.o.s."
ETH9597,Bangladeshi
ETH9598,Algerian
ETH9599,Brazilian
ETH9600,Nigerian
ETH9601,Armenian
ETH9602,Slovak
ETH9603,"Eastern European, n.o.s."
ETH9604,Somali
ETH9605,Taiwanese
ETH9606,Iraqi
ETH9607,Salvadorean
ETH9608,African Caribbean
ETH9609,"East or Southeast Asian, n.o.s."
ETH9610,"West or Central Asian or Middle Eastern, n.o.s."
ETH9611,"Caribbean, n.o.s."
ETH9612,Algonquin
ETH9613,"West Indian, n.o.s."
ETH9614,Lithuanian
ETH9615,South African
ETH9616,Australian
ETH9617,Palestinian
ETH9618,Chilean
ETH9619,Congolese
ETH9620,Nova Scotian
ETH9621,Ethiopian
ETH9622,"Hispanic, n.o.s."
ETH9623,Peruvian
ETH9624,Yoruba
ETH9625,Cambodian (Khmer)
ETH9626,Berber
ETH9627,Albanian
ETH9628,Maltese
ETH9629,Macedonian
ETH9630,Slovenian
ETH9631,"Western European, n.o.s."
ETH9632,New Brunswicker
ETH9633,Gujarati
ETH9634,Eritrean
ETH9635,African Canadian
ETH9636,Israeli
ETH9637,Mohawk
ETH9638,"Czechoslovakian, n.o.s."
ETH9639,Bulgarian
ETH9640,Albertan
ETH9641,Ghanaian
ETH9642,Barbadian
ETH9643,African American
ETH9644,"Yugoslavian, n.o.s."
ETH9645,Tunisian
ETH9646,"Slavic, n.o.s."
ETH9647,Cuban
ETH9648,Bosnian
ETH9649,Venezuelan
ETH9650,"Innu/Montagnais, n.o.s."
ETH9651,Latvian
ETH9652,Bengali
ETH9653,Cameroonian
ETH9654,Guatemalan
ETH9655,Indonesian
ETH9656,Laotian
ETH9657,Ilocano
ETH9658,Northern Irish
ETH9659,"Celtic, n.o.s."
ETH9660,British Columbian
ETH9661,Ecuadorian
ETH9662,Franco Ontarian
ETH9663,Argentinian
ETH9664,Estonian
ETH9665,Kurdish
ETH9666,Fijian
ETH9667,Jatt
ETH9668,"North American, n.o.s."
ETH9669,Coptic
ETH9670,Thai
ETH9671,Dominican
ETH9672,Nepali
ETH9673,Kabyle
ETH9674,Assyrian
ETH9675,Igbo
ETH9676,Byelorussian
ETH9677,"Dene, n.o.s."
ETH9678,"Blackfoot, n.o.s."
ETH9679,Abenaki
ETH9680,Moldovan
ETH9681,"Iroquois (Haudenosaunee), n.o.s."
ETH9682,New Zealander
ETH9683,Sudanese
ETH9684,Breton
ETH9685,Pennsylvania Dutch
ETH9686,Malaysian
ETH9687,Plains Cree
ETH9688,"North African, n.o.s."
ETH9689,Huron (Wendat)
ETH9690,Saskatchewanian
ETH9691,Buddhist
ETH9692,Gaspesian
ETH9693,Norman
ETH9694,"Southern or East African, n.o.s."
ETH9695,Ivorian
ETH9696,Saulteaux
ETH9697,"Anishinaabe, n.o.s."
ETH9698,Burundian
ETH9699,Tigrinya
ETH9700,Nicaraguan
ETH9701,Mauritian
ETH9702,Kenyan
ETH9703,Oji-Cree
ETH9704,Vincentian
ETH9705,Jordanian
ETH9706,Manitoban
ETH9707,Cape Bretoner
ETH9708,Rwandan
ETH9709,Grenadian
ETH9710,Malayali
ETH9711,Chaldean
ETH9712,Sinhalese
ETH9713,Mayan
ETH9714,Honduran
ETH9715,Cherokee
ETH9716,Qalipu Mi'kmaq
ETH9717,Indo-Caribbean
ETH9718,Flemish
ETH9719,United Empire Loyalist
ETH9720,Senegalese
ETH9721,Azerbaijani
ETH9722,Sicilian
ETH9723,Pashtun
ETH9724,Malay
ETH9725,Goan
ETH9726,"Bantu, n.o.s."
ETH9727,Tibetan
ETH9728,Zimbabwean
ETH9729,Burmese
ETH9730,Mongolian
ETH9731,Azorean
ETH9732,Atikamekw
ETH9733,Bamileke
ETH9734,Indo-Guyanese
ETH9735,Ugandan
ETH9736,Oromo
ETH9737,Tanzanian
ETH9738,Yemeni
ETH9739,Central African
ETH9740,Libyan
ETH9741,Basque
ETH9742,Uruguayan
ETH9743,"Akan, n.o.s."
ETH9744,"Central or West African, n.o.s."
ETH9745,Igorot
ETH9746,Fulani
ETH9747,Woodland Cree
ETH9748,Guinean
ETH9749,St. Lucian
ETH9750,Prince Edward Islander
ETH9751,Maliseet
ETH9752,Beninese
ETH9753,Telugu
ETH9754,Roma
ETH9755,Costa Rican
ETH9756,African Nova Scotian
ETH9757,Malagasy
ETH9758,Kashmiri
ETH9759,Singaporean
ETH9760,Karen
ETH9761,Edo
ETH9762,Tajik
ETH9763,Amhara
ETH9764,Paraguayan
ETH9765,Total - Ethnic or cultural origin for the population in private households - 25% sample data
ETH9766,Canadian
ETH9767,English
ETH9768,Irish
ETH9769,Scottish
ETH9770,"French, n.o.s."
ETH9771,German
ETH9772,Chinese
ETH9773,Italian
ETH9774,Indian (India)
ETH9775,Ukrainian
ETH9776,Dutch
ETH9777,Polish
ETH9778,Québécois
ETH9779,"British Isles, n.o.s."
ETH9780,Filipino
ETH9781,French Canadian
ETH9782,"Caucasian (White), n.o.s."
ETH9783,"First Nations (North American Indian), n.o.s."
ETH9784,Métis
ETH9785,"European, n.o.s."
ETH9786,Russian
ETH9787,Norwegian
ETH9788,Welsh
ETH9789,Portuguese
ETH9790,American
ETH9791,Spanish
ETH9792,Swedish
ETH9793,Hungarian
ETH9794,Acadian
ETH9795,Pakistani
ETH9796,"African, n.o.s."
ETH9797,Jewish
ETH9798,Punjabi
ETH9799,Vietnamese
ETH9800,"Arab, n.o.s."
ETH9801,Greek
ETH9802,Jamaican
ETH9803,"Asian, n.o.s."
ETH9804,"Cree, n.o.s."
ETH9805,Korean
ETH9806,Romanian
ETH9807,Lebanese
ETH9808,Iranian
ETH9809,"Christian, n.i.e."
ETH9810,Danish
ETH9811,"North American Indigenous, n.o.s."
ETH9812,Sikh
ETH9813,Austrian
ETH9814,Belgian
ETH9815,Haitian
ETH9816,Hindu
ETH9817,Mexican
ETH9818,Mennonite
ETH9819,Swiss
ETH9820,Finnish
ETH9821,Sri Lankan
ETH9822,Croatian
ETH9823,Japanese
ETH9824,"South Asian, n.o.s."
ETH9825,"Mi'kmaq, n.o.s."
ETH9826,"Northern European, n.o.s."
ETH9827,Muslim
ETH9828,Egyptian
ETH9829,"Latin, Central or South American, n.o.s."
ETH9830,Tamil
ETH9831,Icelandic
ETH9832,Colombian
ETH9833,Moroccan
ETH9834,Czech
ETH9835,Syrian
ETH9836,Guyanese
ETH9837,Afghan
ETH9838,"Black, n.o.s."
ETH9839,Serbian
ETH9840,Ojibway
ETH9841,Newfoundlander
ETH9842,Hong Konger
ETH9843,Ontarian
ETH9844,Persian
ETH9845,Trinidadian/Tobagonian
ETH9846,Turkish
ETH9847,"Inuit, n.o.s."
ETH9848,Bangladeshi
ETH9849,Algerian
ETH9850,Brazilian
ETH9851,Nigerian
ETH9852,Armenian
ETH9853,Slovak
ETH9854,"Eastern European, n.o.s."
ETH9855,Somali
ETH9856,Taiwanese
ETH9857,Iraqi
ETH9858,Salvadorean
ETH9859,African Caribbean
