Permit_Key,Ward_ID,Est_Const_Cost,Application_Date_Key,Issued_Date_Key,Completed_Date_Key,Application_to_Issuance_Duration,Avg_App_to_Issuance_Duration_by_Year,Avg_Est_Const_Cost_by_Ward,Avg_Est_Const_Cost_by_Year
6521,11,1000000,6837,6872,8557,35,159.56,1820371.57,6271224.19
6522,24,1200000,6837,6868,7383,31,159.56,23456062.532786883,6271224.19
6523,17,1200000,6840,6858,7526,18,159.56,1614143.0049603174,6271224.19
6524,16,565000,6840,6869,7207,29,159.56,2465023.1840707962,6271224.19
6525,3,20000000,6841,6871,7430,30,159.56,9246769.549865229,6271224.19
6526,11,900000,6841,6875,7302,34,159.56,1820371.57,6271224.19
6527,17,800000,6842,6898,8802,56,159.56,1614143.0049603174,6271224.19
6528,11,650000,6842,6883,7281,41,159.56,1820371.57,6271224.19
6529,4,700000,6842,6878,7446,36,159.56,4297914.794871795,6271224.19
6530,19,700000,6843,6868,7995,25,159.56,6721340.5708154505,6271224.19
6531,2,800000,6843,6868,7262,25,159.56,2989003.2716499544,6271224.19
6532,3,900000,6844,6904,7117,60,159.56,9246769.549865229,6271224.19
6533,17,630000,6848,6883,7586,35,159.56,1614143.0049603174,6271224.19
6534,1,1000000,6848,6891,7745,43,159.56,3325419.7044334975,6271224.19
6535,18,1000000,6848,6865,8242,17,159.56,8584355.493548388,6271224.19
6536,2,750000,6849,6890,8138,41,159.56,2989003.2716499544,6271224.19
6537,22,1000000,6849,6914,7198,65,159.56,2904103.2512077293,6271224.19
6538,22,1000000,6849,6914,7198,65,159.56,2904103.2512077293,6271224.19
6539,11,1500000,6849,7008,7268,159,159.56,1820371.57,6271224.19
6540,11,900000,6849,6926,7962,77,159.56,1820371.57,6271224.19
6541,18,25664000,6850,7327,7894,477,159.56,8584355.493548388,6271224.19
6542,13,700000,6850,6864,7646,14,159.56,7795654.71978022,6271224.19
6543,2,550000,6850,6948,7527,98,159.56,2989003.2716499544,6271224.19
6544,15,530000,6850,6884,7320,34,159.56,4522577.48037889,6271224.19
6545,15,530000,6850,6884,7320,34,159.56,4522577.48037889,6271224.19
6546,21,800000,6851,6884,7144,33,159.56,17091199.984,6271224.19
6547,11,1500000,6851,6926,7733,75,159.56,1820371.57,6271224.19
6548,15,750000,6854,7052,7695,198,159.56,4522577.48037889,6271224.19
6549,5,800000,6855,6872,7919,17,159.56,1400922.5020242915,6271224.19
6550,5,800000,6855,6914,7919,59,159.56,1400922.5020242915,6271224.19
6551,15,900000,6855,6870,7345,15,159.56,4522577.48037889,6271224.19
6552,2,900000,6855,6897,7318,42,159.56,2989003.2716499544,6271224.19
6553,11,1000000,6856,6924,7718,68,159.56,1820371.57,6271224.19
6554,12,700000,6856,6883,7282,27,159.56,7658937.101338432,6271224.19
6555,2,800000,6856,6870,7250,14,159.56,2989003.2716499544,6271224.19
6556,17,600000,6857,6896,8430,39,159.56,1614143.0049603174,6271224.19
6557,16,750000,6857,6872,7638,15,159.56,2465023.1840707962,6271224.19
6558,11,33500000,6857,7548,8458,691,159.56,1820371.57,6271224.19
6559,17,577300,6861,7003,7915,142,159.56,1614143.0049603174,6271224.19
6560,15,1100000,6861,6886,8100,25,159.56,4522577.48037889,6271224.19
6561,23,1000000,6861,6960,7369,99,159.56,5772926.70157068,6271224.19
6562,11,2000000,6861,6890,7690,29,159.56,1820371.57,6271224.19
6563,24,742000,6862,6918,7276,56,159.56,23456062.532786883,6271224.19
6564,23,3900000,6862,7570,8027,708,159.56,5772926.70157068,6271224.19
6565,23,3900000,6862,7569,8027,707,159.56,5772926.70157068,6271224.19
6566,2,700000,6862,6889,7425,27,159.56,2989003.2716499544,6271224.19
6567,18,700000,6863,6928,8010,65,159.56,8584355.493548388,6271224.19
6568,15,4270000,6864,7145,8094,281,159.56,4522577.48037889,6271224.19
6569,23,800000,6864,6924,7822,60,159.56,5772926.70157068,6271224.19
6570,2,900000,6868,6905,7372,37,159.56,2989003.2716499544,6271224.19
6571,12,2000000,6868,6907,8584,39,159.56,7658937.101338432,6271224.19
6572,19,1000000,6869,6920,7737,51,159.56,6721340.5708154505,6271224.19
6573,17,3000000,6870,7045,7908,175,159.56,1614143.0049603174,6271224.19
6574,12,1100000,6871,6893,7484,22,159.56,7658937.101338432,6271224.19
6575,3,1000000,6872,6924,7299,52,159.56,9246769.549865229,6271224.19
6576,18,1000000,6872,6904,7599,32,159.56,8584355.493548388,6271224.19
6577,17,2000000,6872,6907,7844,35,159.56,1614143.0049603174,6271224.19
6578,11,1415850,6876,6913,8310,37,159.56,1820371.57,6271224.19
6579,12,1000000,6876,7012,8578,136,159.56,7658937.101338432,6271224.19
6580,2,600000,6877,6947,7340,70,159.56,2989003.2716499544,6271224.19
6581,4,675000,6877,6977,8388,100,159.56,4297914.794871795,6271224.19
6582,22,650000,6877,6925,7534,48,159.56,2904103.2512077293,6271224.19
6583,2,1000000,6878,6893,7282,15,159.56,2989003.2716499544,6271224.19
6584,2,800000,6878,7262,8369,384,159.56,2989003.2716499544,6271224.19
6585,11,1000000,6878,6898,7604,20,159.56,1820371.57,6271224.19
6586,2,835000,6879,6900,7297,21,159.56,2989003.2716499544,6271224.19
6587,11,600000,6884,6903,7521,19,159.56,1820371.57,6271224.19
6588,16,880000,6884,6925,7975,41,159.56,2465023.1840707962,6271224.19
6589,16,750000,6884,6912,7563,28,159.56,2465023.1840707962,6271224.19
6590,11,750000,6884,6918,7515,34,159.56,1820371.57,6271224.19
6591,2,1000000,6884,6904,7373,20,159.56,2989003.2716499544,6271224.19
6592,18,750000,6884,6921,7549,37,159.56,8584355.493548388,6271224.19
6593,1,800000,6885,6907,7660,22,159.56,3325419.7044334975,6271224.19
6594,12,1200000,6885,6898,7789,13,159.56,7658937.101338432,6271224.19
6595,16,600000,6885,7172,8380,287,159.56,2465023.1840707962,6271224.19
6596,16,650000,6885,7172,8380,287,159.56,2465023.1840707962,6271224.19
6597,16,675000,6885,6959,8380,74,159.56,2465023.1840707962,6271224.19
6598,16,675000,6886,6976,8380,90,159.56,2465023.1840707962,6271224.19
6599,16,680000,6886,6959,8380,73,159.56,2465023.1840707962,6271224.19
6600,16,680000,6886,6959,8380,73,159.56,2465023.1840707962,6271224.19
6601,16,675000,6886,6959,8380,73,159.56,2465023.1840707962,6271224.19
6602,16,680000,6886,6960,8380,74,159.56,2465023.1840707962,6271224.19
6603,16,660000,6886,6959,8380,73,159.56,2465023.1840707962,6271224.19
6604,16,750000,6886,6976,8380,90,159.56,2465023.1840707962,6271224.19
6605,16,680000,6886,6959,8380,73,159.56,2465023.1840707962,6271224.19
6606,16,600000,6886,7172,8380,286,159.56,2465023.1840707962,6271224.19
6607,16,600000,6886,6959,8380,73,159.56,2465023.1840707962,6271224.19
6608,16,600000,6886,6959,8380,73,159.56,2465023.1840707962,6271224.19
6609,16,600000,6886,6959,8380,73,159.56,2465023.1840707962,6271224.19
6610,16,600000,6886,7178,8380,292,159.56,2465023.1840707962,6271224.19
6611,16,600000,6886,6959,8380,73,159.56,2465023.1840707962,6271224.19
6612,16,600000,6886,6959,8380,73,159.56,2465023.1840707962,6271224.19
6613,16,600000,6886,6959,8380,73,159.56,2465023.1840707962,6271224.19
6614,2,900000,6886,6912,7689,26,159.56,2989003.2716499544,6271224.19
6615,1,569500,6886,6954,7842,68,159.56,3325419.7044334975,6271224.19
6616,16,650000,6886,6960,8384,74,159.56,2465023.1840707962,6271224.19
6617,16,650000,6886,6959,8380,73,159.56,2465023.1840707962,6271224.19
6618,16,650000,6886,6959,8380,73,159.56,2465023.1840707962,6271224.19
6619,16,650000,6886,7172,8384,286,159.56,2465023.1840707962,6271224.19
6620,16,650000,6886,7172,8380,286,159.56,2465023.1840707962,6271224.19
6621,16,600000,6891,6959,8380,68,159.56,2465023.1840707962,6271224.19
6622,16,600000,6891,6959,8380,68,159.56,2465023.1840707962,6271224.19
6623,19,800000,6891,6934,7576,43,159.56,6721340.5708154505,6271224.19
6624,17,700000,6891,6926,7984,35,159.56,1614143.0049603174,6271224.19
6625,17,750000,6893,6926,7338,33,159.56,1614143.0049603174,6271224.19
6626,1,735000,6893,6906,7618,13,159.56,3325419.7044334975,6271224.19
6627,2,955000,6897,6906,7701,9,159.56,2989003.2716499544,6271224.19
6628,11,675000,6897,7207,8002,310,159.56,1820371.57,6271224.19
6629,1,550000,6897,6940,7687,43,159.56,3325419.7044334975,6271224.19
6630,2,525000,6897,6933,7603,36,159.56,2989003.2716499544,6271224.19
6631,1,550000,6898,6940,7687,42,159.56,3325419.7044334975,6271224.19
6632,17,650000,6898,6913,7586,15,159.56,1614143.0049603174,6271224.19
6633,17,800000,6898,6917,7017,19,159.56,1614143.0049603174,6271224.19
6634,15,600000,6898,6939,7642,41,159.56,4522577.48037889,6271224.19
6635,15,800000,6899,6912,7834,13,159.56,4522577.48037889,6271224.19
6636,16,800000,6899,6954,7850,55,159.56,2465023.1840707962,6271224.19
6637,11,800000,6900,6920,7873,20,159.56,1820371.57,6271224.19
6638,17,1000000,6903,6991,7999,88,159.56,1614143.0049603174,6271224.19
6639,11,1236320,6903,6939,7865,36,159.56,1820371.57,6271224.19
6640,11,650000,6904,6921,8018,17,159.56,1820371.57,6271224.19
6641,11,650000,6904,6928,8018,24,159.56,1820371.57,6271224.19
6642,24,562000,6905,6911,7990,6,159.56,23456062.532786883,6271224.19
6643,15,800000,6905,6953,7890,48,159.56,4522577.48037889,6271224.19
6644,15,800000,6905,6953,7890,48,159.56,4522577.48037889,6271224.19
6645,22,750000,6905,7067,7743,162,159.56,2904103.2512077293,6271224.19
6646,17,900000,6905,6932,7638,27,159.56,1614143.0049603174,6271224.19
6647,15,1010000,6906,6921,8326,15,159.56,4522577.48037889,6271224.19
6648,2,900000,6907,6935,7569,28,159.56,2989003.2716499544,6271224.19
6649,2,940000,6911,6926,7368,15,159.56,2989003.2716499544,6271224.19
6650,2,850000,6911,6952,7774,41,159.56,2989003.2716499544,6271224.19
6651,2,700000,6911,6925,7222,14,159.56,2989003.2716499544,6271224.19
6652,15,620000,6913,6931,7676,18,159.56,4522577.48037889,6271224.19
6653,17,1000000,6914,6939,7778,25,159.56,1614143.0049603174,6271224.19
6654,16,832000,6917,6938,7674,21,159.56,2465023.1840707962,6271224.19
6655,19,600000,6917,7142,7767,225,159.56,6721340.5708154505,6271224.19
6656,24,1500000,6917,6935,7565,18,159.56,23456062.532786883,6271224.19
6657,2,900000,6918,6988,7698,70,159.56,2989003.2716499544,6271224.19
6658,11,700000,6918,6974,7745,56,159.56,1820371.57,6271224.19
6659,15,550000,6918,6933,7620,15,159.56,4522577.48037889,6271224.19
6660,15,625000,6920,6939,7801,19,159.56,4522577.48037889,6271224.19
6661,11,700000,6920,6953,7537,33,159.56,1820371.57,6271224.19
6662,17,2000000,6925,6974,7648,49,159.56,1614143.0049603174,6271224.19
6663,16,850000,6925,6949,7600,24,159.56,2465023.1840707962,6271224.19
6664,2,1150000,6925,7051,7655,126,159.56,2989003.2716499544,6271224.19
6665,2,800000,6926,6941,7571,15,159.56,2989003.2716499544,6271224.19
6666,12,4000000,6927,6956,8277,29,159.56,7658937.101338432,6271224.19
6667,2,650000,6928,6967,7764,39,159.56,2989003.2716499544,6271224.19
6668,2,650000,6928,6967,7764,39,159.56,2989003.2716499544,6271224.19
6669,17,700000,6928,6960,8061,32,159.56,1614143.0049603174,6271224.19
6670,17,900000,6928,6959,7130,31,159.56,1614143.0049603174,6271224.19
6671,21,900000,6931,7043,7387,112,159.56,17091199.984,6271224.19
6672,15,550000,6932,6959,7283,27,159.56,4522577.48037889,6271224.19
6673,16,1200000,6933,6952,8691,19,159.56,2465023.1840707962,6271224.19
6674,22,675000,6933,6983,7306,50,159.56,2904103.2512077293,6271224.19
6675,22,675000,6933,6983,7306,50,159.56,2904103.2512077293,6271224.19
6676,2,800000,6933,6998,8004,65,159.56,2989003.2716499544,6271224.19
6677,23,600000,6934,6953,7691,19,159.56,5772926.70157068,6271224.19
6678,16,850000,6935,6948,7372,13,159.56,2465023.1840707962,6271224.19
6679,18,736000,6935,6968,7691,33,159.56,8584355.493548388,6271224.19
6680,17,900000,6935,7005,7372,70,159.56,1614143.0049603174,6271224.19
6681,3,1400000,6935,7113,7731,178,159.56,9246769.549865229,6271224.19
6682,15,600000,6936,7102,8436,166,159.56,4522577.48037889,6271224.19
6683,2,880000,6936,6990,7935,54,159.56,2989003.2716499544,6271224.19
6684,17,900000,6938,6994,7606,56,159.56,1614143.0049603174,6271224.19
6685,24,1000000,6938,6975,7110,37,159.56,23456062.532786883,6271224.19
6686,6,600000,6938,6955,8289,17,159.56,1124713.2781954887,6271224.19
6687,11,1500000,6939,6981,7766,42,159.56,1820371.57,6271224.19
6688,16,680000,6939,6961,8380,22,159.56,2465023.1840707962,6271224.19
6689,16,660000,6939,6961,8380,22,159.56,2465023.1840707962,6271224.19
6690,12,1500000,6939,6988,7789,49,159.56,7658937.101338432,6271224.19
6691,18,800000,6940,6966,7418,26,159.56,8584355.493548388,6271224.19
6692,24,1000000,6941,6977,7271,36,159.56,23456062.532786883,6271224.19
6693,15,700000,6942,6974,7792,32,159.56,4522577.48037889,6271224.19
6694,16,800000,6942,7053,7562,111,159.56,2465023.1840707962,6271224.19
6695,12,700000,6942,6968,7339,26,159.56,7658937.101338432,6271224.19
6696,2,759500,6946,6961,8864,15,159.56,2989003.2716499544,6271224.19
6697,17,950000,6946,6961,7787,15,159.56,1614143.0049603174,6271224.19
6698,2,800000,6947,7002,7712,55,159.56,2989003.2716499544,6271224.19
6699,11,700000,6947,6967,7464,20,159.56,1820371.57,6271224.19
6700,2,750000,6947,6960,8174,13,159.56,2989003.2716499544,6271224.19
6701,17,850000,6948,6967,7828,19,159.56,1614143.0049603174,6271224.19
6702,1,800000,6948,6966,7410,18,159.56,3325419.7044334975,6271224.19
6703,12,1000000,6948,6981,8332,33,159.56,7658937.101338432,6271224.19
6704,16,625000,6949,7228,8380,279,159.56,2465023.1840707962,6271224.19
6705,16,600000,6949,7172,8384,223,159.56,2465023.1840707962,6271224.19
6706,15,600000,6952,7102,8436,150,159.56,4522577.48037889,6271224.19
6707,2,750000,6953,6963,7358,10,159.56,2989003.2716499544,6271224.19
6708,17,1500000,6953,7047,8607,94,159.56,1614143.0049603174,6271224.19
6709,13,1000000,6953,7179,8103,226,159.56,7795654.71978022,6271224.19
6710,16,600000,6953,6967,8688,14,159.56,2465023.1840707962,6271224.19
6711,18,900000,6953,6980,7834,27,159.56,8584355.493548388,6271224.19
6712,12,3000000,6953,7001,8074,48,159.56,7658937.101338432,6271224.19
6713,11,900000,6954,7054,7662,100,159.56,1820371.57,6271224.19
6714,4,750000,6955,6980,7592,25,159.56,4297914.794871795,6271224.19
6715,3,1200000,6959,6966,7275,7,159.56,9246769.549865229,6271224.19
6716,6,900000,6960,7214,7698,254,159.56,1124713.2781954887,6271224.19
6717,1,600000,6960,6989,7528,29,159.56,3325419.7044334975,6271224.19
6718,3,4000000,6961,6997,8277,36,159.56,9246769.549865229,6271224.19
6719,17,2000000,6961,7010,7766,49,159.56,1614143.0049603174,6271224.19
6720,19,1000000,6962,7033,7834,71,159.56,6721340.5708154505,6271224.19
6721,19,850000,6962,7061,7704,99,159.56,6721340.5708154505,6271224.19
6722,16,1300000,6963,6974,7858,11,159.56,2465023.1840707962,6271224.19
6723,2,800000,6966,7025,7841,59,159.56,2989003.2716499544,6271224.19
6724,18,800000,6966,7009,7591,43,159.56,8584355.493548388,6271224.19
6725,21,1100000,6966,6970,7178,4,159.56,17091199.984,6271224.19
6726,11,750000,6969,6984,7540,15,159.56,1820371.57,6271224.19
6727,17,1550000,6970,7053,7695,83,159.56,1614143.0049603174,6271224.19
6728,11,800000,6970,6988,7708,18,159.56,1820371.57,6271224.19
6729,5,600000,6973,6996,7499,23,159.56,1400922.5020242915,6271224.19
6730,9,900000,6975,7051,7565,76,159.56,3707403.8834951455,6271224.19
6731,2,1000000,6976,7059,8262,83,159.56,2989003.2716499544,6271224.19
6732,24,600000,6976,7003,7256,27,159.56,23456062.532786883,6271224.19
6733,2,850000,6980,7127,8761,147,159.56,2989003.2716499544,6271224.19
6734,13,1000000,6981,7089,7625,108,159.56,7795654.71978022,6271224.19
6735,17,850000,6981,6995,7683,14,159.56,1614143.0049603174,6271224.19
6736,15,800000,6982,7015,7688,33,159.56,4522577.48037889,6271224.19
6737,2,785000,6982,7145,8279,163,159.56,2989003.2716499544,6271224.19
6738,22,750000,6983,7338,7662,355,159.56,2904103.2512077293,6271224.19
6739,21,120000000,6983,7369,8522,386,159.56,17091199.984,6271224.19
6740,4,600000,6987,7180,7739,193,159.56,4297914.794871795,6271224.19
6741,21,750000,6987,7008,7197,21,159.56,17091199.984,6271224.19
6742,4,600000,6987,7184,7739,197,159.56,4297914.794871795,6271224.19
6743,11,750000,6988,7005,7701,17,159.56,1820371.57,6271224.19
6744,14,565000,6988,6998,8363,10,159.56,5826416.914893617,6271224.19
6745,12,1500000,6989,7010,7817,21,159.56,7658937.101338432,6271224.19
6746,15,800000,6989,7008,7665,19,159.56,4522577.48037889,6271224.19
6747,23,1200000,6991,7039,7361,48,159.56,5772926.70157068,6271224.19
6748,15,575000,6991,7018,7283,27,159.56,4522577.48037889,6271224.19
6749,2,800000,6991,7059,8615,68,159.56,2989003.2716499544,6271224.19
6750,17,700000,6994,7012,7764,18,159.56,1614143.0049603174,6271224.19
6751,9,800000,6996,7284,8095,288,159.56,3707403.8834951455,6271224.19
6752,15,750000,6996,7120,7695,124,159.56,4522577.48037889,6271224.19
6753,11,600000,6997,7017,7821,20,159.56,1820371.57,6271224.19
6754,12,1000000,7001,7066,8174,65,159.56,7658937.101338432,6271224.19
6755,15,800000,7001,7074,7659,73,159.56,4522577.48037889,6271224.19
6756,21,720000,7002,7016,7178,14,159.56,17091199.984,6271224.19
6757,23,1000000,7004,7019,8249,15,159.56,5772926.70157068,6271224.19
6758,21,2300000,7009,7044,7325,35,159.56,17091199.984,6271224.19
6759,2,800000,7010,7038,7618,28,159.56,2989003.2716499544,6271224.19
6760,2,600000,7010,7166,7884,156,159.56,2989003.2716499544,6271224.19
6761,9,560000,7011,7057,7933,46,159.56,3707403.8834951455,6271224.19
6762,10,800000,7017,7124,7885,107,159.56,8282326.220930233,6271224.19
6763,15,50000000,7017,7946,8870,929,159.56,4522577.48037889,6271224.19
6764,16,980000,7018,7066,7865,48,159.56,2465023.1840707962,6271224.19
6765,16,980000,7018,7067,7865,49,159.56,2465023.1840707962,6271224.19
6766,1,750000,7018,7065,8846,47,159.56,3325419.7044334975,6271224.19
6767,11,750000,7019,7046,7382,27,159.56,1820371.57,6271224.19
6768,3,600000,7019,7124,7305,105,159.56,9246769.549865229,6271224.19
6769,2,800000,7019,7061,7312,42,159.56,2989003.2716499544,6271224.19
6770,2,1500000,7021,7043,7689,22,159.56,2989003.2716499544,6271224.19
6771,15,850000,7025,7127,8005,102,159.56,4522577.48037889,6271224.19
6772,11,700000,7026,7085,8264,59,159.56,1820371.57,6271224.19
6773,9,750000,7026,7082,8523,56,159.56,3707403.8834951455,6271224.19
6774,17,900000,7031,7072,8768,41,155.74,1614143.0049603174,6918446.56
6775,1,700000,7039,7068,7712,29,155.74,3325419.7044334975,6918446.56
6776,15,550000,7039,7057,7737,18,155.74,4522577.48037889,6918446.56
6777,24,46767000,7040,7844,8697,804,155.74,23456062.532786883,6918446.56
6778,24,44111000,7040,7844,8697,804,155.74,23456062.532786883,6918446.56
6779,10,590610,7043,7148,7977,105,155.74,8282326.220930233,6918446.56
6780,22,700000,7043,7082,7436,39,155.74,2904103.2512077293,6918446.56
6781,16,625000,7044,7059,7765,15,155.74,2465023.1840707962,6918446.56
6782,11,900000,7045,7089,7627,44,155.74,1820371.57,6918446.56
6783,5,750000,7046,7109,7542,63,155.74,1400922.5020242915,6918446.56
6784,5,750000,7046,7109,7542,63,155.74,1400922.5020242915,6918446.56
6785,17,600000,7047,7066,7295,19,155.74,1614143.0049603174,6918446.56
6786,17,750000,7053,7107,7292,54,155.74,1614143.0049603174,6918446.56
6787,16,682000,7053,7074,7579,21,155.74,2465023.1840707962,6918446.56
6788,17,1000000,7054,7074,7820,20,155.74,1614143.0049603174,6918446.56
6789,19,900000,7054,7178,7588,124,155.74,6721340.5708154505,6918446.56
6790,22,800000,7058,7127,7635,69,155.74,2904103.2512077293,6918446.56
6791,16,1500000,7058,7134,7869,76,155.74,2465023.1840707962,6918446.56
6792,16,1500000,7058,7134,7820,76,155.74,2465023.1840707962,6918446.56
6793,17,650000,7059,7143,8101,84,155.74,1614143.0049603174,6918446.56
6794,11,800000,7060,7172,8767,112,155.74,1820371.57,6918446.56
6795,23,4700000,7060,7569,8027,509,155.74,5772926.70157068,6918446.56
6796,24,600000,7060,7075,8290,15,155.74,23456062.532786883,6918446.56
6797,16,560000,7061,7075,8529,14,155.74,2465023.1840707962,6918446.56
6798,15,600000,7064,7089,8017,25,155.74,4522577.48037889,6918446.56
6799,24,1300000,7064,7080,7200,16,155.74,23456062.532786883,6918446.56
6800,15,850000,7065,7093,7828,28,155.74,4522577.48037889,6918446.56
6801,10,750000,7065,7122,7731,57,155.74,8282326.220930233,6918446.56
6802,16,1000000,7068,7108,8712,40,155.74,2465023.1840707962,6918446.56
6803,3,1191500,7068,7102,8277,34,155.74,9246769.549865229,6918446.56
6804,12,2000000,7068,7085,8690,17,155.74,7658937.101338432,6918446.56
6805,6,900000,7071,7173,7691,102,155.74,1124713.2781954887,6918446.56
6806,16,785000,7072,7086,8461,14,155.74,2465023.1840707962,6918446.56
6807,14,2000000,7074,7106,7493,32,155.74,5826416.914893617,6918446.56
6808,2,2000000,7075,7134,7866,59,155.74,2989003.2716499544,6918446.56
6809,11,750000,7079,7095,7551,16,155.74,1820371.57,6918446.56
6810,24,1500000,7080,7121,7681,41,155.74,23456062.532786883,6918446.56
6811,11,700000,7080,7171,8157,91,155.74,1820371.57,6918446.56
6812,9,600000,7085,7107,7606,22,155.74,3707403.8834951455,6918446.56
6813,18,660000,7085,7106,7374,21,155.74,8584355.493548388,6918446.56
6814,15,600000,7086,7142,8149,56,155.74,4522577.48037889,6918446.56
6815,16,800000,7086,7109,7547,23,155.74,2465023.1840707962,6918446.56
6816,16,800000,7092,7117,7584,25,155.74,2465023.1840707962,6918446.56
6817,15,900000,7093,7142,7679,49,155.74,4522577.48037889,6918446.56
6818,17,1550000,7095,7120,7688,25,155.74,1614143.0049603174,6918446.56
6819,5,600000,7096,7135,7687,39,155.74,1400922.5020242915,6918446.56
6820,6,800000,7096,7190,7726,94,155.74,1124713.2781954887,6918446.56
6821,5,600000,7096,7135,7687,39,155.74,1400922.5020242915,6918446.56
6822,18,1100000,7096,7535,8416,439,155.74,8584355.493548388,6918446.56
6823,22,650000,7099,7128,7599,29,155.74,2904103.2512077293,6918446.56
6824,11,900000,7099,7145,7876,46,155.74,1820371.57,6918446.56
6825,3,600000,7099,7113,7330,14,155.74,9246769.549865229,6918446.56
6826,12,796000,7100,7130,7668,30,155.74,7658937.101338432,6918446.56
6827,16,850000,7100,7117,8326,17,155.74,2465023.1840707962,6918446.56
6828,1,1000000,7100,7113,7689,13,155.74,3325419.7044334975,6918446.56
6829,17,1200000,7101,7128,8389,27,155.74,1614143.0049603174,6918446.56
6830,15,1000000,7101,7143,7666,42,155.74,4522577.48037889,6918446.56
6831,15,700000,7102,7135,7719,33,155.74,4522577.48037889,6918446.56
6832,24,900000,7103,7136,7305,33,155.74,23456062.532786883,6918446.56
6833,21,900000,7103,7208,7901,105,155.74,17091199.984,6918446.56
6834,15,600000,7106,7124,7691,18,155.74,4522577.48037889,6918446.56
6835,24,750000,7107,7117,7956,10,155.74,23456062.532786883,6918446.56
6836,17,1000000,7107,7165,7530,58,155.74,1614143.0049603174,6918446.56
6837,2,985000,7107,7186,7962,79,155.74,2989003.2716499544,6918446.56
6838,16,800000,7107,7129,8549,22,155.74,2465023.1840707962,6918446.56
6839,17,1000000,7108,7123,7955,15,155.74,1614143.0049603174,6918446.56
6840,12,1000000,7108,7131,8823,23,155.74,7658937.101338432,6918446.56
6841,11,1800000,7109,7152,8684,43,155.74,1820371.57,6918446.56
6842,4,600000,7109,7130,7739,21,155.74,4297914.794871795,6918446.56
6843,12,950000,7109,7186,8040,77,155.74,7658937.101338432,6918446.56
6844,2,750000,7109,7131,7884,22,155.74,2989003.2716499544,6918446.56
6845,3,700000,7113,7235,7957,122,155.74,9246769.549865229,6918446.56
6846,24,3500000,7114,7144,7460,30,155.74,23456062.532786883,6918446.56
6847,2,1277872,7116,7131,7730,15,155.74,2989003.2716499544,6918446.56
6848,15,750000,7117,7148,8111,31,155.74,4522577.48037889,6918446.56
6849,17,1000000,7117,7172,7310,55,155.74,1614143.0049603174,6918446.56
6850,0,650000,7120,7206,7718,86,155.74,8418173.322222222,6918446.56
6851,19,600000,7121,7271,7870,150,155.74,6721340.5708154505,6918446.56
6852,11,700000,7121,7143,7627,22,155.74,1820371.57,6918446.56
6853,11,1500000,7122,7143,8405,21,155.74,1820371.57,6918446.56
6854,23,700000,7122,7142,7675,20,155.74,5772926.70157068,6918446.56
6855,17,1000000,7122,7158,8110,36,155.74,1614143.0049603174,6918446.56
6856,17,2000000,7123,7164,7998,41,155.74,1614143.0049603174,6918446.56
6857,23,1000000,7123,7151,7724,28,155.74,5772926.70157068,6918446.56
6858,3,750000,7124,7158,7284,34,155.74,9246769.549865229,6918446.56
6859,11,1000000,7124,7144,7785,20,155.74,1820371.57,6918446.56
6860,15,700000,7124,7145,7620,21,155.74,4522577.48037889,6918446.56
6861,6,900000,7124,7173,7990,49,155.74,1124713.2781954887,6918446.56
6862,22,650000,7128,7142,7711,14,155.74,2904103.2512077293,6918446.56
6863,2,700000,7129,7233,8025,104,155.74,2989003.2716499544,6918446.56
6864,12,800000,7130,7201,7837,71,155.74,7658937.101338432,6918446.56
6865,0,600000,7130,7162,8034,32,155.74,8418173.322222222,6918446.56
6866,11,2000000,7130,7205,7905,75,155.74,1820371.57,6918446.56
6867,4,1000000,7130,7150,8303,20,155.74,4297914.794871795,6918446.56
6868,17,5000000,7131,7150,8670,19,155.74,1614143.0049603174,6918446.56
6869,1,600000,7131,7190,7828,59,155.74,3325419.7044334975,6918446.56
6870,13,69000000,7131,7857,8881,726,155.74,7795654.71978022,6918446.56
6871,17,1000000,7131,7186,8401,55,155.74,1614143.0049603174,6918446.56
6872,18,600000,7134,7166,7731,32,155.74,8584355.493548388,6918446.56
6873,15,1700000,7135,7526,8082,391,155.74,4522577.48037889,6918446.56
6874,15,800000,7142,7156,7605,14,155.74,4522577.48037889,6918446.56
6875,1,750000,7144,7158,7695,14,155.74,3325419.7044334975,6918446.56
6876,17,600000,7144,7239,8335,95,155.74,1614143.0049603174,6918446.56
6877,12,750000,7145,7177,7690,32,155.74,7658937.101338432,6918446.56
6878,5,800000,7145,7218,8131,73,155.74,1400922.5020242915,6918446.56
6879,4,1000000,7145,7199,8320,54,155.74,4297914.794871795,6918446.56
6880,17,700000,7145,7199,7726,54,155.74,1614143.0049603174,6918446.56
6881,12,544000,7148,7170,7947,22,155.74,7658937.101338432,6918446.56
6882,13,15200000,7149,7893,8494,744,155.74,7795654.71978022,6918446.56
6883,2,750000,7149,7180,8068,31,155.74,2989003.2716499544,6918446.56
6884,22,600000,7151,7332,7606,181,155.74,2904103.2512077293,6918446.56
6885,2,2500000,7151,7213,8107,62,155.74,2989003.2716499544,6918446.56
6886,12,2000000,7152,7191,7940,39,155.74,7658937.101338432,6918446.56
6887,1,600000,7156,7184,7785,28,155.74,3325419.7044334975,6918446.56
6888,12,1500000,7156,7197,8401,41,155.74,7658937.101338432,6918446.56
6889,5,800000,7157,7208,8150,51,155.74,1400922.5020242915,6918446.56
