Street_Num,Street_Name,Street_Type,Street_Direction
65,QUEEN,ST,W
290,ELLIS,AVE, 
20,ROBINTIDE,CRT, 
142,ADELAIDE,ST,E
219,GLENDONWYNNE,RD, 
66,VICTOR,AVE, 
4100-4120,YONGE,ST, 
53,ROCKCLIFFE,BLVD, 
101,POPLAR HEIGHTS,DR, 
33,ALVIN,AVE, 
168,DAWLISH,AVE, 
257,SAMMON,AVE, 
220,YONGE,ST, 
192,HOUNSLOW,AVE, 
5,MASON,BLVD, 
25,EVELYN,CRES, 
13,PRENNAN,AVE, 
237,WARREN,RD, 
164,WOODFIELD,RD, 
113,DUPONT,ST, 
49,HAWKEDON,CRES, 
1800,SHEPPARD,AVE,E
3,DONSIDE,DR, 
35,SATOK,TER, 
203,LONSMOUNT,DR, 
569,CRAVEN,RD, 
569,CRAVEN,RD, 
20,HAMBLY,AVE, 
17,MUNRO PARK,AVE, 
22,GALLEY,AVE, 
201,EMERSON,AVE, 
36,ENDEAN,AVE, 
30,THE QUEENSWAY, , 
411,BRUNSWICK,AVE, 
75,RANDOLPH,RD, 
655,BAY,ST, 
263,GAMBLE,AVE, 
263,GAMBLE,AVE, 
199,RANDALL,CRES, 
57,NINTH,ST, 
626,YONGE,ST, 
1604,BLOOR,ST,W
47 A,LEE,AVE, 
1507,AVENUE,RD, 
79,CINDY NICHOLAS,DR, 
285,SPADINA,RD, 
1840,BLOOR,ST,W
120,ADELAIDE,ST,W
6,COTTONWOOD,DR, 
15,GLEN AMES, , 
299,ST CLEMENTS,AVE, 
391,ELM,RD, 
611,COLLEGE,ST, 
300,BOROUGH,DR, 
31,LISGAR,ST, 
2277-2295,SHEPPARD,AVE,W
1,YORK,ST, 
215,RONAN,AVE, 
24,VIANNEY,AVE, 
348,BERESFORD,AVE, 
895,DOVERCOURT,RD, 
2473,DUFFERIN,ST, 
90,MARINE PARADE,DR, 
4,MERRILL,AVE,W
64,DUNDAS,ST,E
26,BUTTERNUT,ST, 
1,BLOOR,ST,E
200,BAY,ST, 
23,CONIFER,DR, 
45,OVERLEA,BLVD, 
201,KING,ST,E
384,SUNNYSIDE,AVE, 
111,HOMESTEAD,RD, 
1970,ST CLAIR,AVE,W
3,RAGLAN,AVE, 
573,KENNEDY,RD, 
573,KENNEDY,RD, 
07-May,STAG HILL,DR, 
25,ECCLESTON,DR, 
291,HIGHFIELD,RD, 
783,DANFORTH,AVE, 
101,SEVENTH,ST, 
935,DUNDAS,ST,E
167,REINER,RD, 
73,GOULDING,AVE, 
46,WESTERN BATTERY,RD, 
25,BOLER,ST, 
318,KING,ST,E
50,BLOOR,ST,W
1,DUNDAS,ST,W
115 A,HOMESTEAD,RD, 
115 B,HOMESTEAD,RD, 
1440,DUNDAS,ST,E
55,BLOOR,ST,W
28,LINTON,AVE, 
28,LINTON,AVE, 
57,WESTBOURNE,AVE, 
57,WESTBOURNE,AVE, 
147,QUEEN,ST,E
22,HILLHURST,BLVD, 
1166,BAY,ST, 
179,BURNDALE,AVE, 
44,RUDEN,CRES, 
19,ASHGROVE,PL, 
83,GLEN EDYTH,DR, 
392,MANNING,AVE, 
875,MILNER,AVE, 
219,QUEEN,ST,W
2900,MIDLAND,AVE, 
45,NORDALE,CRES, 
10,BYWOOD,DR, 
2935,LAKE SHORE,BLVD,W
88,THE POND,RD, 
1750,FINCH,AVE,E
35,WHITEHALL,RD, 
16,MALLARD,RD, 
2,BLOOR,ST,E
533,DAVENPORT,RD, 
49,PLAXTON,DR, 
298,MARIA,ST, 
108,RISEBROUGH,AVE, 
49,GEORGE HENRY,BLVD, 
548,PALMERSTON,BLVD, 
576,MILLWOOD,RD, 
102,YORKVILLE,AVE, 
1,DUNDAS,ST,W
237,EASTWOOD,RD, 
610,BATHURST,ST, 
31-85,GILDER,DR, 
130,GERRARD,ST,E
54,MAITLAND,ST, 
230,OAK,ST, 
1100,KING,ST,W
83,SIXTEENTH,ST, 
106,FRONT,ST,E
827,ST CLAIR,AVE,W
3,CITY,RD, 
4,SUMMERFIELD,CRES, 
3195,SHEPPARD,AVE,E
79,OAKMEADOW,BLVD, 
356,KING,ST,E
495,WARDEN,AVE, 
495,WARDEN,AVE, 
68 R,ASCOT,AVE, 
31,PENDEEN,AVE, 
242,ARMOUR,BLVD, 
374,DUPONT,ST, 
1100,KING,ST,W
120,ADELAIDE,ST,W
29,PERTH,AVE, 
103,KERSDALE,AVE, 
430,ADELAIDE,ST,W
150,CRAIGHURST,AVE, 
50,GLADYS,RD, 
74,ROYAL YORK,RD, 
507,DAVISVILLE,AVE, 
249,QUEEN,ST,W
373,BROADVIEW,AVE, 
252,VICTORIA,ST, 
101,GOLFDALE,RD, 
730,WILSON,AVE, 
102,YORKVILLE,AVE, 
191,DUNVEGAN,RD, 
544,BERESFORD,AVE, 
544,BERESFORD,AVE, 
24,HOWARD PARK,AVE, 
1111,BROADVIEW,AVE, 
42,WHEELER,AVE, 
2,RIDELLE,AVE, 
642,OLD WESTON,RD, 
55,KING,ST,W
40,LAUREL,AVE, 
38,MASON,BLVD, 
131,DINNICK,CRES, 
755,MORNINGSIDE,AVE, 
64,CLAREMORE,AVE, 
6,WORTHVIEW,CRT, 
220,DUNCAN MILL,RD, 
980,BROADVIEW,AVE, 
5800,YONGE,ST, 
4002,SHEPPARD,AVE,E
1800,SHEPPARD,AVE,E
335,JARVIS,ST, 
3,DONSIDE,DR, 
132,PICKERING,ST, 
30,SEWELLS,RD, 
777,BAY,ST, 
383,MANSE,RD, 
216,YONGE,BLVD, 
50,AUGUSTA,AVE, 
853,WINDERMERE,AVE, 
248,BYNG,AVE, 
40,ST GEORGE,ST, 
50,ST GEORGE,ST, 
117,ST GEORGE,ST, 
94,ALAMEDA,AVE, 
150,COLLEGE,ST, 
350,BERESFORD,AVE, 
105,CEDAR BRAE,BLVD, 
77,SPENCER,AVE, 
17,ELGAR,AVE, 
240,JARVIS,ST, 
1497,YONGE,ST, 
184,COLLEGE,ST, 
16,DORLEN,AVE, 
1279,BLOOR,ST,W
166,RUMSEY,RD, 
2,ST CLAIR,AVE,W
429,BROCK,AVE, 
2575,ST CLAIR,AVE,W
300,BOROUGH,DR, 
1800,SHEPPARD,AVE,E
153,ESTELLE,AVE, 
30,DUNCAN,ST, 
860,COLLEGE,ST, 
1001,O'CONNOR,DR, 
232,STERLING,RD, 
168,INDIAN ROAD,CRES, 
126,COLBECK,ST, 
19,MAROWYNE,DR, 
168,INDIAN ROAD,CRES, 
44,HATHWAY,DR, 
1783,AVENUE,RD, 
12,CAM FELLA,LANE, 
77,ST GEORGES,BLVD, 
300,BOROUGH,DR, 
2901-2913,KENNEDY,RD, 
402-444,LUMSDEN,AVE, 
909,QUEEN,ST,E
326,VESTA,DR, 
436,VALERMO,DR, 
39,DURRINGTON,CRES, 
526,HURON,ST, 
202,JONES,AVE, 
207,QUEENS QUAY, ,W
10,DUNDAS,ST,E
100,EMPRESS,AVE, 
42,KEARNEY,DR, 
941,PROGRESS,AVE, 
220,BURNHAMTHORPE,RD, 
12,MACPHERSON,AVE, 
300,BOROUGH,DR, 
4841,YONGE,ST, 
49,IVORWOOD,CRES, 
235,QUEEN,ST,W
121,ALFRED,AVE, 
29,WYCHWOOD,AVE, 
25,THE WEST MALL, , 
44,ELLIS PARK,RD, 
4,AVENUE,RD, 
54,MASON,BLVD, 
530,YONGE,ST, 
1496,QUEEN,ST,W
1800,SHEPPARD,AVE,E
1119,CRAVEN,RD, 
98,ALEXANDRA,BLVD, 
61,DANE,AVE, 
109,COWAN,AVE, 
187,BANFF,RD, 
300,BOROUGH,DR, 
252,CEDARVALE,AVE, 
77,MEIGHEN,AVE, 
13,NEILSON,AVE, 
11,LONBOROUGH,AVE, 
31,SAYBROOK,AVE, 
24,ORRELL,AVE, 
132,BYNG,AVE, 
19,WESTERN BATTERY,RD, 
2,ST CLAIR,AVE,E
15,MAUGHAN,CRES, 
2848,ELLESMERE,RD, 
2863,ELLESMERE,RD, 
23,GRACEFIELD,AVE, 
49,MOORE,AVE, 
11,MCMILLAN,AVE, 
15,WINDOVER,DR, 
183,WESTMINSTER,AVE, 
112,ARJAY,CRES, 
475,FRONT,ST,E
245,CHURCH,ST, 
69,INVERGORDON,AVE, 
819,SHAW,ST, 
24,MACPHERSON,AVE, 
951,WILSON,AVE, 
203,SPRINGDALE,BLVD, 
264,BELSIZE,DR, 
78,MILVERTON,BLVD, 
15,KETCHUM,PL, 
464,DURIE,ST, 
676,SHEPPARD,AVE,E
330,ROSELAWN,AVE, 
169,CHISHOLM,AVE, 
199,BAY,ST, 
169,CHISHOLM,AVE, 
89,BOULTBEE,AVE, 
226-228,OAKWOOD,AVE, 
1,UNIVERSITY,AVE, 
15,OXFORD,DR, 
20,WYNDCLIFF,CRES, 
37,STONEDENE,BLVD, 
223,FERN,AVE, 
620,KING,ST,W
4841-4881,YONGE,ST, 
55,HARBOUR,SQ, 
231,WINDERMERE,AVE, 
28,TEWSLEY,PL, 
188,BANFF,RD, 
225,KING,ST,W
40,BAY,ST, 
11,ELMVALE,CRES, 
220,YONGE,ST, 
90,AVA,RD, 
11,SCOVILLE,SQ, 
64,PEARD,RD, 
1763,BAYVIEW,AVE, 
36,CASTLE FRANK,RD, 
36,CASTLE FRANK,RD, 
11,DENNIS,AVE, 
728,QUEEN,ST,W
61,STONEHENGE,CRES, 
155,THE KINGSWAY, , 
575,BAY,ST, 
1,DUNDAS,ST,W
400,THE EAST MALL, , 
39,ELDER,AVE, 
175,WINONA,DR, 
224,GLEN MANOR,DR,W
97,OWEN,BLVD, 
3560,BATHURST,ST, 
67,SONNECK,SQ, 
37,HATHERLEY,RD, 
2901,BAYVIEW,AVE, 
635,QUEEN,ST,E
157,HILLSIDE,AVE, 
26,NEWTON,DR, 
4750,YONGE,ST, 
213,ARLINGTON,AVE, 
23,KISKADEE,DR, 
327,CHISHOLM,AVE, 
94,LYNNHAVEN,RD, 
354,BROCK,AVE, 
165,FERN,AVE, 
3280,MIDLAND,AVE, 
537,BLOOR,ST,W
2354,YONGE,ST, 
70,BUDE,ST, 
186,LAUDER,AVE, 
26,ANSON,AVE, 
1957-1961,KENNEDY,RD, 
5351,YONGE,ST, 
300,MANITOBA,ST, 
3125,STEELES,AVE,E
20,PALACE,ST, 
100,WELLINGTON,ST,W
2167-2175,VICTORIA PARK,AVE, 
1,BRIDGETOWN,DR, 
15,MC MURRICH,ST, 
19,BAYARD,AVE, 
633,SHERBOURNE,ST, 
49,SPADINA,AVE, 
1064,BLOOR,ST,W
1100,KING,ST,W
1594,BATHURST,ST, 
1,DUNDAS,ST,W
130,QUEENS QUAY, ,E
1,DUNDAS,ST,W
480,PRINCE EDWARD,DR,N
85,ELLESMERE,RD, 
454-464,YONGE,ST, 
407,ANNETTE,ST, 
541,QUEEN,ST,E
243,CONFEDERATION,DR, 
1800,SHEPPARD,AVE,E
53,BLOOR,ST,E
582,BRIAR HILL,AVE, 
2587,ST CLAIR,AVE,E
3192,EGLINTON,AVE,E
320,FRONT,ST,W
2930,ISLINGTON,AVE, 
175,EASTWOOD,RD, 
50,BLOOR,ST,W
39,CHESHIRE,DR, 
64,WARREN,RD, 
72,SOUTHVALE,DR, 
130,ALTON,AVE, 
1970,ST CLAIR,AVE,W
410,PROGRESS,AVE, 
679,BLOOR,ST,W
40,BANNATYNE,DR, 
7,WILKINS,AVE, 
161,BAY,ST, 
80,FIFESHIRE,RD, 
1613,BAYVIEW,AVE, 
1661,BAYVIEW,AVE, 
166,SWANWICK,AVE, 
137,DUNVEGAN,RD, 
2867,ELLESMERE,RD, 
4335,BLOOR,ST,W
6,NORA,RD, 
3401,DUFFERIN,ST, 
33-51,INTERNATIONAL,BLVD, 
1,DUNDAS,ST,W
1,IBMS OLD WARD 16 - NORTH YORK, , 
175,BLOOR,ST,E
56,MARCHMOUNT,RD, 
40,ANNABELLE,DR, 
309,WARREN,RD, 
17,BERRYMAN,ST, 
185,CEDRIC,AVE, 
15,ROSE PARK,CRES, 
620,CHURCH,ST, 
634,ST CLAIR,AVE,W
60,BLOOR,ST,W
10,BEVDALE,RD, 
159,DALHOUSIE,ST, 
170,CONNAUGHT,AVE, 
1,IBMS OLD WARD 16 - NORTH YORK, , 
671,HUNTINGWOOD,DR, 
779,ST CLAIR,AVE,W
222,THE ESPLANADE, , 
548,ANNETTE,ST, 
28,CHISHOLM,AVE, 
15,BENARY,CRES, 
59,GLEN DAVIS,CRES, 
2558,YONGE,ST, 
995,BLOOR,ST,W
119,CHESTNUT,ST, 
77,PERTHSHIRE,ST, 
21,ASHLAND,AVE, 
96,LANKIN,BLVD, 
401,WOODFIELD,RD, 
36,YORE,RD, 
610,UNIVERSITY,AVE, 
20-Oct,BAY,ST, 
100,KING,ST,W
19,PENN,DR, 
22,JUNIPER,AVE, 
115,LEBOVIC,AVE, 
2181,STEELES,AVE,W
90,HOLMES,AVE, 
1067,SHAW,ST, 
917,PALMERSTON,AVE, 
438,UNIVERSITY,AVE, 
75,INDIAN,GRV, 
102,DANFORTH,AVE, 
255,MORNINGSIDE,AVE, 
535,YONGE,ST, 
165-179,NORTH QUEEN,ST, 
1800,SHEPPARD,AVE,E
1,GLENDINNING,AVE, 
19,PRINCE CHARLES,DR, 
6,LANKIN,BLVD, 
200,ELIZABETH,ST, 
273,POYNTZ,AVE, 
55,BLOOR,ST,W
5211,YONGE,ST, 
21,SHADWICK,DR, 
55,BLOOR,ST,W
143,MADISON,AVE, 
1560,YONGE,ST, 
1059,BRIAR HILL,AVE, 
2351,KENNEDY,RD, 
454-464,YONGE,ST, 
357,O'CONNOR,DR, 
25,GLENELIA,AVE, 
185,ATLAS,AVE, 
1225,LAKE SHORE,BLVD,W
4841,YONGE,ST, 
187,JOHNSTON,AVE, 
67,FALCON,ST, 
4:00 AM,SCARBOROUGH,RD, 
34,HINES,DR, 
271,GLEDHILL,AVE, 
43,CHRISTIE,ST, 
40,WOODMOUNT,AVE, 
39,BEVDALE,RD, 
633,SILVER STAR,BLVD, 
714,COLLEGE,ST, 
4700,KEELE,ST, 
793,BATHURST,ST, 
1,DUNDAS,ST,W
92 B,TORRENS,AVE, 
641,LANSDOWNE,AVE, 
49,MORGAN,AVE, 
35,ORLANDO,BLVD, 
77,INVERMAY,AVE, 
620,KING,ST,W
205,BATHURST,ST, 
1820,BAYVIEW,AVE, 
107,DE GRASSI,ST, 
20,YORKVIEW,DR, 
200,BAY,ST, 
633,SILVER STAR,BLVD, 
2125,DUNDAS,ST,W
228,APACHE,TRL, 
38,COTSWOLD,CRES, 
240,ORIOLE,PKWY, 
34,OLDHAM,RD, 
334,YONGE,ST, 
31,BADGEROW,AVE, 
700,LAWRENCE,AVE,W
122,FAIRVIEW,AVE, 
11,CEDARVALE,AVE, 
1896,KENNEDY,RD, 
1050,DON MILLS,RD, 
65,MITCHAM,DR, 
2284,LAWRENCE,AVE,W
459,QUEEN,ST,W
220,YONGE,ST, 
365,EGLINTON,AVE,E
1029,PAPE,AVE, 
200,VESTA,DR, 
393,ARMADALE,AVE, 
1594,BATHURST,ST, 
20,SHEPPARD,AVE,W
955,MILLWOOD,RD, 
46,DALLAS,RD, 
57,HAREWOOD,AVE, 
106,HAMILTON,ST, 
69,SOUTH KINGSWAY, , 
36,O'DONNELL,AVE, 
6,GORDON,AVE, 
1849,YONGE,ST, 
31,GLENAYR,RD, 
251,MANITOBA,ST, 
410,QUEEN,ST,W
379,VICTORIA,ST, 
16,MIRANDA,AVE, 
2901,BAYVIEW,AVE, 
37,KING,ST,E
3345-3347,LAKE SHORE,BLVD,W
2901,BAYVIEW,AVE, 
2575,DANFORTH,AVE, 
182,PHYLLIS,AVE, 
3478,LAWRENCE,AVE,E
422,LANSDOWNE,AVE, 
106,FRONT,ST,E
2,SOMERSET,AVE, 
60,GOWAN,AVE, 
354,KING,ST,E
3401,DUFFERIN,ST, 
35,AVENAL,DR, 
348,BROCK,AVE, 
1911,QUEEN,ST,E
1749,VICTORIA PARK,AVE, 
36,ALFRESCO,LWN, 
264,BENSON,AVE, 
55,BLOOR,ST,W
297,DELAWARE,AVE, 
1060,KIPLING,AVE, 
88,WARDEN,AVE, 
7,BRINLOOR,BLVD, 
1060,KIPLING,AVE, 
1067,BLOOR,ST,W
162,ATLAS,AVE, 
72,HUMBERVALE,BLVD, 
310,RICHMOND,ST,W
45,INVERMAY,AVE, 
38,BARBARA,CRES, 
1800,SHEPPARD,AVE,E
61,ALLONSIUS,DR, 
700,LAWRENCE,AVE,W
77,GALBRAITH,AVE, 
65,DANE,AVE, 
25,WHITELOCK,CRES, 
168,GLEDHILL,AVE, 
792,DUNDAS,ST,W
75,RYKERT,CRES, 
217,ROSEMOUNT,AVE, 
150,COLLEGE,ST, 
11,KODIAK,CRES, 
32,INGLEWOOD,DR, 
87,AVENUE,RD, 
524,EUCLID,AVE, 
470,YONGE,ST, 
130,CITATION,DR, 
16,LONGWOOD,DR, 
373,SPADINA,AVE, 
49,LYNNDALE,RD, 
476,ELLERSLIE,AVE, 
1064,COLLEGE,ST, 
77,GALBRAITH,AVE, 
49,BECKWITH,RD, 
2143,LAKE SHORE,BLVD,W
2873,KEELE,ST, 
1090,DON MILLS,RD, 
4841,YONGE,ST, 
211,GLENLAKE,AVE, 
17,FARRELL,AVE, 
12,BROWNING,AVE, 
130,KING,ST,W
50,GOULD,ST, 
829,ST CLAIR,AVE,W
700,LAWRENCE,AVE,W
79,CLIFTON,RD, 
250,THE EAST MALL, , 
49,RAVENSCROFT,CRCL, 
181,MANNING,AVE, 
14,EDGECROFT,RD, 
100,MARLEE,AVE, 
1800,SHEPPARD,AVE,E
1800,SHEPPARD,AVE,E
20,PAULA,BLVD, 
2,CICADA,CRT, 
135,LANGLEY,AVE, 
1628,PHARMACY,AVE, 
1800,SHEPPARD,AVE,E
2214,KEELE,ST, 
222,RUSHOLME,RD, 
705,DUPONT,ST, 
30,ALEXIS,BLVD, 
57,DEFOREST,RD, 
10,DUNDAS,ST,E
55,NEWLIN,CRES, 
412,ROUGE HILLS,DR, 
17,GWENDOLEN,CRES, 
120,GLEN MANOR,DR, 
288,MANOR,RD,E
6464,YONGE,ST, 
12,MCMILLAN,AVE, 
65,CHESTER,AVE, 
72,THORNCREST,RD, 
382,BROADWAY,AVE, 
104,HARVIE,AVE, 
1605,BLOOR,ST,W
509,GLENGROVE,AVE, 
07-May,STAG HILL,DR, 
874,QUEEN,ST,W
30,COULSON,AVE, 
1980,ST CLAIR,AVE,W
4841,YONGE,ST, 
52,LAWRENCE,AVE,W
114,PINEWOOD,AVE, 
711-717,BAY,ST, 
5050,SHEPPARD,AVE,E
455,SOUDAN,AVE, 
1,DUNDAS,ST,W
239,BESSBOROUGH,DR, 
1815,YONGE,ST, 
3401,DUFFERIN,ST, 
4841,YONGE,ST, 
5085,SHEPPARD,AVE,E
33,LANGLEY,AVE, 
6,CAVEHILL,CRES, 
92,GLEN RUSH,BLVD, 
19,BRADSHAW,AVE, 
4438,SHEPPARD,AVE,E
915,DANFORTH,AVE, 
846-850,BROADVIEW,AVE, 
5095,YONGE,ST, 
239,GAINSBOROUGH,RD, 
600,FLEET,ST, 
319,KING,ST,W
686,BAY,ST, 
64,AGINCOURT,DR, 
50,MARCHMOUNT,RD, 
2389,BLOOR,ST,W
61,SHAW,ST, 
3401,DUFFERIN,ST, 
300,BOROUGH,DR, 
100,KING,ST,W
28,BATHURST,ST, 
130,QUEENS QUAY, ,E
37,FALLINGBROOK,RD, 
42,POULETT,ST, 
917,OSSINGTON,AVE, 
1922,QUEEN,ST,E
106,NORDIN,AVE, 
100,KING,ST,W
651,THE QUEENSWAY, , 
95,BERTMOUNT,AVE, 
40,HARLTON,CRES, 
390,QUEEN,ST,W
133,BATHGATE,DR, 
143,WATERLOO,AVE, 
541,ROXTON,RD, 
874,WOODBINE,AVE, 
23,LEHAR,CRES, 
82,MOORE,AVE, 
26,GOVERNORS,RD, 
150,THE DONWAY, ,W
150,THE DONWAY, ,W
825,COXWELL,AVE, 
493,RIMILTON,AVE, 
5,KENASTON,GDNS, 
55,OXFORD,ST, 
490,BERESFORD,AVE, 
132,DORSET,RD, 
1001,O'CONNOR,DR, 
425,WELLINGTON,ST,W
435,WELLINGTON,ST,W
5290,YONGE,ST, 
1,ST CLAIR,AVE,E
1800,SHEPPARD,AVE,E
3825,SHEPPARD,AVE,E
91,KENNETH,AVE, 
83,YONGE,ST, 
831,LOGAN,AVE, 
10,MACLEOD,ST, 
48,REGAL,RD, 
3,SIR RAYMOND,DR, 
526,DUNDAS,ST,W
139,CRAIGHURST,AVE, 
308,GLEN,RD, 
150,GRENADIER,RD, 
4841,YONGE,ST, 
84,FIRST,AVE, 
26,PEPPER TREE,DR, 
275,DUNDAS,ST,W
85,DALEGROVE,CRES, 
238,CEDARVALE,AVE, 
54,SUMNER HEIGHTS,DR, 
4800-4810,SHEPPARD,AVE,E
939,LAWRENCE,AVE,E
47,NORLONG,BLVD, 
40,HAYDEN,ST, 
2800,ST CLAIR,AVE,E
3,CRONIN,DR, 
72,MERCURY,RD, 
183,SYMONS,ST, 
300,ROXTON,RD, 
255,COLLEGE,ST, 
191,COWAN,AVE, 
3401,DUFFERIN,ST, 
19,LARKFIELD,DR, 
384,YONGE,ST, 
1970,ST CLAIR,AVE,W
28,BATHURST,ST, 
70,BARKWIN,DR, 
67,COURCELETTE,RD, 
490,MCROBERTS,AVE, 
67,COURCELETTE,RD, 
490,MCROBERTS,AVE, 
139,SHEPPARD,AVE,E
55,BLOOR,ST,W
3110,KINGSTON,RD, 
79,EATON,AVE, 
15,BRIDGEVIEW,RD, 
2381,QUEEN,ST,E
49,BORDEN,ST, 
2140,KIPLING,AVE, 
4841,YONGE,ST, 
134,CHELTENHAM,AVE, 
233,LANGLEY,AVE, 
852,KING,ST,W
27,APPLETON,AVE, 
3420,YONGE,ST, 
2,SHEPPARD,AVE,E
1298,BLOOR,ST,W
1159,DUNDAS,ST,E
367,DOUGLAS,AVE, 
25,THE WEST MALL, , 
410,BATHURST,ST, 
500,CHURCH,ST, 
3401,DUFFERIN,ST, 
70,HEATH,ST,W
70,HEATH,ST,W
3401,DUFFERIN,ST, 
85,ELLESMERE,RD, 
622,MOUNT PLEASANT,RD, 
40,ST GEORGE,ST, 
4015,YONGE,ST, 
278,RUSTIC,RD, 
428,DELORAINE,AVE, 
1087,LILLIAN,ST, 
62,BURGESS,AVE, 
38,CHESAPEAKE,AVE, 
28,BATHURST,ST, 
37,SOUTHBOURNE,AVE, 
3828,BLOOR,ST,W
100,MC CAUL,ST, 
762,HUNTINGWOOD,DR, 
50,BLOOR,ST,W
102,PORTLAND,ST, 
101,BOMBAY,AVE, 
193,ELLERSLIE,AVE, 
123,HOWLAND,AVE, 
163,HIGH PARK,AVE, 
123,DOUGLAS,DR, 
62,HILL,CRES, 
163,RUMSEY,RD, 
99,YORKVILLE,AVE, 
44,PARKDALE,RD, 
273,WATERLOO,AVE, 
1090,DON MILLS,RD, 
909,PAPE,AVE, 
760,YONGE,ST, 
55,TILSON,RD, 
297,COLLEGE,ST, 
2575,ST CLAIR,AVE,W
55,PINE,CRES, 
23,ST THOMAS,ST, 
1,MAJOR,ST, 
550,CASTLEFIELD,AVE, 
239,SHAWNEE,CRCL, 
1,CONCORDE,GT, 
1,CONCORDE,GT, 
28,BATHURST,ST, 
300,BOROUGH,DR, 
333,KING,ST,E
3401,DUFFERIN,ST, 
1,CONCORDE,GT, 
125,SHAVER,AVE,N
120,KENNARD,AVE, 
555,REXDALE,BLVD, 
47,BUTTERWORTH,AVE, 
700,LAWRENCE,AVE,W
39,RAINIER,SQ, 
4841,YONGE,ST, 
1251,DUFFERIN,ST, 
1477,BAYVIEW,AVE, 
109,YONGE,BLVD, 
77,PARKWOODS VILLAGE,DR, 
71,NYMARK,AVE, 
66,WELLINGTON,ST,W
383,ARMADALE,AVE, 
44,SPRUCE,ST, 
150,FERMANAGH,AVE, 
108,MORSE,ST, 
25,THE WEST MALL, , 
184,MCRAE,DR, 
193,PACIFIC,AVE, 
114,SPRINGDALE,BLVD, 
1800,SHEPPARD,AVE,E
261,LANSDOWNE,AVE, 
850,MILNER,AVE, 
49,EAST,DR, 
49,EAST,DR, 
3401,DUFFERIN,ST, 
120,BLOOR,ST,E
387,RATHBURN,RD, 
3612,DUFFERIN,ST, 
387,RATHBURN,RD, 
89,CAVELL,AVE, 
150,BRYCEMOOR,RD, 
2261,QUEEN,ST,E
3401,DUFFERIN,ST, 
4789,YONGE,ST, 
51,ROE,AVE, 
14,MARSHALL,ST, 
18,ROWNTREE,AVE, 
3520,DANFORTH,AVE, 
2575,ST CLAIR,AVE,W
865,YORK MILLS,RD, 
555,UNIVERSITY,AVE, 
1,BLUE JAYS,WAY, 
13,PATRICIA,DR, 
105,SUMMERHILL,AVE, 
110,YORKVILLE,AVE, 
89,CARONDALE,CRES, 
217,YORK MILLS,RD, 
27,KENNETH,AVE, 
121,ROCHESTER,AVE, 
445,KING,ST,W
27,SHOULDICE,CRT, 
210,WILLOWDALE,AVE, 
1598,QUEEN,ST,E
25,YORK,ST, 
30,MILLGATE,CRES, 
48,COSMIC,DR, 
8,EGLINTON,AVE,E
39,MILLBURN,DR, 
499,QUEEN,ST,W
55,KING,ST,W
1571,SANDHURST,CRCL, 
169,SHAW,ST, 
798,RICHMOND,ST,W
798,RICHMOND,ST,W
86,GIVINS,ST, 
11,PEEL,AVE, 
20,GLADSTONE,AVE, 
152,AMELIA,ST, 
701,QUEEN,ST,E
230,OAK,ST, 
1797,QUEEN,ST,E
230,OAK,ST, 
584,SPADINA,AVE, 
230,OAK,ST, 
230,OAK,ST, 
15,JANE,ST, 
2075,BAYVIEW,AVE, 
230,OAK,ST, 
189,NORTHCLIFFE,BLVD, 
4915,STEELES,AVE,E
17,YORKVIEW,DR, 
77,ADELAIDE,ST,W
755,QUEEN,ST,E
68,WOODSIDE,AVE, 
18,MATTICE,RD, 
16,PHIN,AVE, 
1275,FINCH,AVE,W
24,FOXHILL,RD, 
46,HESKETH,CRT, 
2029-2055,VICTORIA PARK,AVE, 
107,INDIAN,RD, 
270,THE KINGSWAY, , 
739,WOBURN,AVE, 
101,LEBOVIC,AVE, 
1168,DUNDAS,ST,W
34,MILLBURN,DR, 
1149,BELLAMY,RD,N
32,KIRKLAND,BLVD, 
119,BEDFORD PARK,AVE, 
221,AVA,RD, 
30,HALIBURTON,AVE, 
25,DUNCAIRN,DR, 
1,MAJOR,ST, 
2151,ST CLAIR,AVE,W
235,BETTY ANN,DR, 
7,TRILLER,AVE, 
100,COSBURN,AVE, 
417,MILLWOOD,RD, 
35,WASCANA,AVE, 
113,MELVILLE,AVE, 
157,SHELDON,AVE, 
155,EVELYN,AVE, 
55,PELHAM,AVE, 
900,DUFFERIN,ST, 
205,NORTHWOOD,DR, 
91,MOBERLY,AVE, 
2,ALLANBROOKE,DR, 
61,WESTBOURNE,AVE, 
21,FLAGMAN,ST, 
153,MEDLAND,ST, 
60,BLOOR,ST,W
69,OLD FOREST HILL,RD, 
28,BATHURST,ST, 
25,FISHERVILLE,RD, 
12,DUGGAN,AVE, 
4733,STEELES,AVE,E
69,MURIEL,AVE, 
394,BAY,ST, 
51,LEBOVIC,AVE, 
75,NASSAU,ST, 
861,ST CLAIR,AVE,W
798,RICHMOND,ST,W
219,QUEEN,ST,W
125,TYCOS,DR, 
2,GOWER,ST, 
786,OSSINGTON,AVE, 
798,RICHMOND,ST,W
2,KING,ST,W
101,ABBOTT,AVE, 
113,HOMESTEAD,RD, 
37,KILDONAN,RD, 
9,RUSCOE,CRES, 
843-859,KIPLING,AVE, 
1,DUNDAS,ST,W
101,ABBOTT,AVE, 
330,KING,ST,W
41,SORAUREN,AVE, 
129,ALBERTUS,AVE, 
