Permit_Num,Permit_Type,Structure_Type,Work,Street_Num,Street_Name,Street_Type,Street_Direction,Postal,Geo_Id,Ward_Grid,Application_Date,Issued_Date,Completed_Date,Status,Description,Est_Const_Cost,Address,Coordinates,Ward_Index,Ward
04 158963 BLD,New Building,Apartment Building,New Building,23,BRANT,ST, ,M5V,14677763.0,S1032,2004-07-21,2005-06-28,,Inspection,Construct a new 9 & 11 storey apartment building (200 units total) with 3 levels underground parking.BIN 2065  ,31000000,"23,BRANT,ST   M5V",POINT (-79.396614 43.645988),24.0,Spadina-Fort York
04 162298 BLD,New Building,Mixed Use/Res w Non Res,New Building,1,AVONDALE,AVE, ,M2N,14258190.0,N1828,2004-07-30,2005-08-09,,Inspection,New superstructural 20 storeys with 96 units apartment building with retail and interconneded U/G parking.,18500000,"1,AVONDALE,AVE   M2N",POINT (-79.409563 43.758138),2.0,Willowdale
04 162308 BLD,New Building,Mixed Use/Res w Non Res,New Building,19,AVONDALE,AVE, ,M2N,485229.0,N1828,2004-07-30,2005-08-09,,Inspection,New 7 storey Apartment building with 83 units and retail with U/G Interconnected parking.,6500000,"19,AVONDALE,AVE   M2N",POINT (-79.409106 43.758241),2.0,Willowdale
04 170929 BLD,New Building,Mixed Use/Res w Non Res,New Building,1430,YONGE,ST, ,M4T,8741205.0,S2211,2004-09-01,2005-12-12,,Inspection,Construct new 14 storey mixed use building; commercial with 88 condominiums.,18500000,"1430,YONGE,ST   M4T",POINT (-79.39407 43.687122),12.0,Toronto-St. Paul's
04 171406 BLD,New Building,Apartment Building,New Building,1050,THE QUEENSWAY, , ,M8Z,9879670.0,W0326,2004-09-02,2006-03-30,,Inspection,"PHASE I - Proposed new 10 storey residential condominium development (ground floor mixed use, residential & commercial, 9 floors residential) c/w 2 U/G parking garage levels",21000000,"1050,THE QUEENSWAY,    M8Z",POINT (-79.517441 43.623421),15.0,Etobicoke-Lakeshore
04 174861 BLD,New Building,Apartment Building,New Building,66,PORTLAND,ST, ,M5V,7930055.0,S1032,2004-09-17,2005-12-07,,Inspection,Build nine storey apartment building with 2 levels of underground parking. BIN 2075,11500000,"66,PORTLAND,ST   M5V",POINT (-79.400113 43.643908),24.0,Spadina-Fort York
04 182300 BLD,New Houses,SFD - Detached,New Building,15,LEGACY,CRT, ,M2L,14121433.0,N1521,2004-10-18,2004-11-10,,Inspection,New house,525000,"15,LEGACY,CRT   M2L",POINT (-79.390367 43.758561),11.0,Don Valley West
04 182769 BLD,New Building,Multiple Use/Non Residential,New Building,109,ATLANTIC,AVE, ,###,764920.0,S1027,2004-10-19,2005-02-15,,Work Not Started,1137 King St W is adjacent to 1135 King St W (85 Hanna Ave.) see permit application #04-182750.  Construction of facilities at 1135 King St W will occur on portions of the neighbouring lands at 1137 King St W.Note: this permit is for 85 hanna ave project 04 182750,7500000,"109,ATLANTIC,AVE   ###",POINT (-79.420463 43.63982),24.0,Spadina-Fort York
04 183546 BLD,New Building,Apartment Building,New Building,385,BRUNSWICK,AVE, ,###,13971296.0,S1126,2004-10-21,2005-07-25,,Inspection,Proposed conversion of former Loretto College building into 36 residential units with 13 additional townhomes on site.bin 2067,40000000,"385,BRUNSWICK,AVE   ###",POINT (-79.408248 43.668862),3.0,University-Rosedale
04 193124 BLD,Non-Residential Building Permit,Group A & B,Alteration to Existing Building,4101,YONGE,ST, ,M2P,12036645.0,N1521,2004-11-17,2005-02-23,,Inspection,Construct a new elevator for the T.T.C.,2500000,"4101,YONGE,ST   M2P",POINT (-79.406441 43.745505),11.0,Don Valley West
04 194912 BLD,New Building,Mixed Use/Res w Non Res,New Building,732,SPADINA,AVE, ,M5S,20002497.0,S1134,2004-11-24,2006-05-29,,Inspection,New mixed use building containing 273 residential dwelling units and 898 square metres of commercial space with below grade parking.,35000000,"732,SPADINA,AVE   M5S",POINT (-79.403592 43.665735),3.0,University-Rosedale
04 196862 BLD,New Building,Mixed Use/Res w Non Res,New Building,591,KINGSTON,RD, ,###,,S1939,2004-12-01,2005-09-28,,Inspection,New 6 storey 72 suite residential condominium with retail at ground level. OMB decision #Z030111 & O030320.,10000000,"591,KINGSTON,RD   ###",POINT (-79.299226 43.678558),4.0,Beaches-East York
04 197085 BLD,New Building,Apartment Building,New Building,18,SPRING GARDEN,AVE, ,M2N,14245725.0,N1826,2004-12-01,2005-12-15,,Inspection,New 36 storey apartment building with 341 units and  4 levels underground parking garage.,47500000,"18,SPRING GARDEN,AVE   M2N",POINT (-79.410443 43.764821),2.0,Willowdale
04 198099 BLD,New Building,Apartment Building,New Building,21,CARLTON,ST, ,M5B,7730270.0,S1328,2004-12-06,2006-05-24,,Inspection,New 43 storey condo and 4 stroey town houses.  Existing:  parking lot.  Proposed: Apartment building and Townhouses.,45000000,"21,CARLTON,ST   M5B",POINT (-79.381927 43.661103),21.0,Toronto Centre
04 198405 BLD,New Building,Apartment Building,New Building,5566,YONGE,ST, ,###,10071271.0,N1824,2004-12-07,2005-12-21,,Inspection,Construct  27 storey  new apartment towers with a main podium.Tower A,33000000,"5566,YONGE,ST   ###",POINT (-79.415522 43.779104),2.0,Willowdale
